DESIG,OBSID,RA,DEC,SN/g,SUBCLASS
LAMOST J055025.65+143906.2,271102079,87.606877,14.65174,68.22,Ap
LAMOST J055713.67+323523.3,66503010,89.306992,32.589827,61.68,Ap
LAMOST J055747.87+171201.6,643708042,89.449476,17.200451,56.55,Ap
LAMOST J215312.41+133121.8,378910104,328.301734,13.522729,67.46,M
LAMOST J083942.05+215418.0,439003213,129.925209,21.905014,51.01,M
LAMOST J052155.87+401700.2,294408159,80.482794,40.283396,77.86,Ap
LAMOST J061826.87+212855.7,486307070,94.611966,21.482141,87.36,A
LAMOST J064540.34+130234.6,415704121,101.4181,13.042966,102.7,A
LAMOST J062357.09+204923.4,733403217,95.987901,20.823169,142.51,Ap
LAMOST J203253.54+375539.5,248108052,308.223097,37.927642,103.38,A
LAMOST J072118.75+492957.9,439116071,110.32815,49.499417,61.85,M
LAMOST J130925.62+261757.2,51302071,197.355719,26.299242,75.68,K
LAMOST J173726.30+100244.4,242301102,264.359614,10.045693,68.76,A
LAMOST J083341.25+482512.8,48905029,128.42188,48.420238,59.07,K
LAMOST J043300.96+530939.2,361703046,68.254012,53.160904,136.97,B
LAMOST J053254.18+391655.0,316415130,83.22577,39.281966,78.45,B
LAMOST J033352.53+245254.0,286116238,53.468909,24.881671,59.85,B
LAMOST J015958.89+585420.1,15314054,29.9954,58.9056,92.33,Ap
LAMOST J033722.41+045256.2,389313026,54.343409,4.882293,66.15,M
LAMOST J060523.04+213337.4,370616032,91.346009,21.560396,99.65,Ap
LAMOST J091821.13+492037.0,49106040,139.58805,49.343624,69.62,K
LAMOST J235546.13+590915.7,269516238,358.942221,59.154386,142.42,B
LAMOST J025826.97-020418.1,205081,44.612411,-2.071715,51.17,F
LAMOST J113556.56+295858.5,48608234,173.985669,29.982922,59.17,K
LAMOST J070023.11+084823.1,525610111,105.09632,8.806429,125.55,Ap
LAMOST J103156.09+260910.5,16002083,157.982533,26.152933,66.62,G
LAMOST J235638.26+302832.8,14804077,359.159424,30.4758,53.59,G
LAMOST J061253.65+181531.0,417104047,93.223546,18.258621,60.83,M
LAMOST J101206.32+292551.2,11411159,153.026356,29.430893,90.1,G
LAMOST J101824.06+312132.8,14103204,154.60026,31.359119,54.76,G
LAMOST J082449.77+164037.3,476212165,126.2074,16.677037,91.67,M
LAMOST J045050.74+265905.2,473409192,72.711418,26.984778,115.05,A
LAMOST J062113.24+193812.7,431510166,95.305172,19.636872,98.65,A
LAMOST J060822.54+212142.6,485102025,92.093922,21.36185,266.2,A
LAMOST J042108.72+443005.0,420310230,65.286365,44.501398,92.25,A
LAMOST J201519.67+383732.6,248114037,303.831963,38.625733,236.42,A
LAMOST J065125.21+102212.2,38702028,102.85505,10.370068,79.76,Ap
LAMOST J034645.53+530345.6,374611129,56.689749,53.06269,116.16,Ap
LAMOST J214401.94+382510.6,473311066,326.008118,38.419618,148.46,A
LAMOST J035011.42+240823.4,472404186,57.547613,24.139857,50.89,M
LAMOST J232907.60+314416.1,703218,352.281682,31.737818,85.28,F
LAMOST J051015.09+142353.0,407215118,77.562889,14.398063,63.16,A
LAMOST J054225.98+365849.3,297015030,85.608277,36.980368,160.03,B
LAMOST J234256.50+312958.1,713091,355.735444,31.499496,51.19,F
LAMOST J234027.65+301826.6,1316008,355.115245,30.307392,55.38,F
LAMOST J042322.01+465943.6,263709147,65.841719,46.995455,68.75,B
LAMOST J032919.94+312457.0,260509237,52.332398,31.415841,357.73,Ap
LAMOST J050044.42+440518.7,363104149,75.185096,44.088546,88.72,B
LAMOST J053811.73+095325.1,476104164,84.548881,9.890331,79.6,M
LAMOST J004223.48+265241.4,55605173,10.597845,26.878183,56.42,K
LAMOST J191411.51+381439.8,369710182,288.547967,38.244406,50.68,M
LAMOST J223703.75+324841.6,1216143,339.265643,32.811573,63.77,F
LAMOST J113707.54+571353.0,49505186,174.28144,57.2314,91.12,K
LAMOST J031516.47+520333.2,16104241,48.818631,52.059234,84.49,G
LAMOST J060358.28+225512.3,486810020,90.992849,22.920091,239.9,A
LAMOST J044309.21+284317.6,2503109,70.788399,28.721573,59.28,F
LAMOST J155315.28+284032.1,51004119,238.3137,28.675585,63.95,K
LAMOST J062345.10+202531.0,431603178,95.93815,20.425094,255.45,Ap
LAMOST J200731.48+255113.3,461509002,301.881194,25.853718,111.83,A
LAMOST J061626.47+233026.3,399913237,94.110296,23.507317,130.17,B
LAMOST J041852.54+091027.7,425614215,64.718926,9.174384,75.91,M
LAMOST J021904.62+515908.3,301513047,34.769258,51.985644,303.08,B
LAMOST J064547.85+231812.4,95815002,101.4494,23.303446,101.31,Ap
LAMOST J045609.98+400958.4,362403207,74.041608,40.166232,123.29,B
LAMOST J050913.44+522139.5,492201125,77.30602,52.360977,70.47,Ap
LAMOST J203032.38+434215.1,260703143,307.634831,43.704198,490.5,Ap
LAMOST J062303.60+194109.4,437313135,95.765008,19.685954,93.78,A
LAMOST J015347.94+560405.5,380816193,28.449761,56.0682,90.35,Ap
LAMOST J060840.24+225242.8,486303006,92.167681,22.878572,151.52,A
LAMOST J042202.34+101520.3,425616168,65.509785,10.255648,58.54,M
LAMOST J014634.84+545846.6,380814228,26.645951,54.979707,311.67,Ap
LAMOST J191950.35+395057.5,52503224,289.959792,39.849333,71.47,K
LAMOST J061942.16+211334.4,431614218,94.92569,21.226235,126,Ap
LAMOST J235713.83+181719.4,54914165,359.307643,18.288744,59.07,K
LAMOST J021849.00+232245.1,379704162,34.704181,23.379222,79.17,M
LAMOST J064545.31+203022.0,95701056,101.43881,20.506133,99.07,Ap
LAMOST J033827.43+491718.5,393106096,54.614329,49.288495,75.27,B
LAMOST J070120.90-012150.2,255705020,105.337109,-1.363953,68.75,Ap
LAMOST J060239.37+225643.1,399910013,90.664068,22.94531,129.55,B
LAMOST J042303.74+433121.7,364002183,65.765613,43.522703,52.64,Ap
LAMOST J053622.71+230121.9,210603109,84.094666,23.022772,93.4,A
LAMOST J191658.06+402318.3,52516099,289.241917,40.388442,68.78,K
LAMOST J051317.89+365721.0,43410213,78.324551,36.955837,442.95,Ap
LAMOST J155312.84+395426.6,458505019,238.303528,39.907404,53.89,M
LAMOST J062143.57+205558.6,431514170,95.431568,20.932954,113.88,A
LAMOST J041132.49+562335.0,354111066,62.885414,56.393075,248.43,B
LAMOST J033027.79+470819.6,408715018,52.61471,47.138782,218.88,Ap
LAMOST J004950.01+272429.0,55606050,12.45841,27.40808,66.46,K
LAMOST J090639.37+274528.8,15914233,136.664074,27.758005,55.99,G
LAMOST J192912.61+394955.2,52409048,292.302563,39.832022,51.97,K
LAMOST J024902.46-013832.0,18103087,42.260288,-1.642224,62.34,G
LAMOST J052222.61+301634.0,15515220,80.594244,30.276121,53.03,G
LAMOST J224859.78+312822.6,1213231,342.249087,31.472965,50.17,F
LAMOST J051531.51+495711.7,108505020,78.881317,49.953272,51.02,Ap
LAMOST J232232.81+574748.6,392511092,350.63673,57.796854,67.24,A
LAMOST J234445.99+280538.5,1305189,356.191644,28.094036,123.32,F
LAMOST J003437.76+404241.0,1614187,8.657358,40.711401,73.83,F
LAMOST J101528.43+290238.2,11411070,153.868462,29.043964,73.42,G
LAMOST J025118.91-013445.7,18104168,42.828802,-1.579386,55.75,G
LAMOST J170632.55+141455.1,450911185,256.635638,14.248664,70.45,M
LAMOST J051803.83+293837.7,15515059,79.515975,29.643825,61.74,G
LAMOST J063013.47+015906.1,385414195,97.556162,1.985051,60.73,B
LAMOST J224848.43+292730.8,1207084,342.201813,29.458574,65.82,F
LAMOST J072319.78+074012.6,46815060,110.83243,7.670188,54.57,K
LAMOST J024132.79+522558.2,4902066,40.386662,52.432859,89.78,F
LAMOST J024405.51+533338.8,4904150,41.022994,53.56078,78.54,F
LAMOST J092058.04+272127.1,15908028,140.241852,27.357533,52.38,G
LAMOST J155523.18+000432.1,51607085,238.84662,0.0756,324.12,K
LAMOST J030447.29+491636.5,524016168,46.197047,49.276808,147.6,Ap
LAMOST J050039.88+411612.3,405711233,75.166202,41.270105,53.51,Ap
LAMOST J083324.58+545636.5,216505046,128.352421,54.943494,90.55,A
LAMOST J093848.96+280607.7,8104069,144.70401,28.102144,50.7,F
LAMOST J003000.91+343945.1,468710157,7.503801,34.662545,57.79,M
LAMOST J194521.42+272254.8,469006222,296.339291,27.381908,153.32,A
LAMOST J203030.44+375546.4,248108248,307.626848,37.929579,150.43,A
LAMOST J233240.93+295911.7,705082,353.170578,29.986605,50.37,F
LAMOST J065328.27+174944.0,446213233,103.367823,17.828902,322.8,A
LAMOST J063514.19+011457.0,385403004,98.808948,1.249488,397.69,Ap
LAMOST J004547.36+400313.6,1605107,11.447348,40.053796,86.97,F
LAMOST J064514.28+013446.3,385406049,101.309537,1.579534,135.82,A
LAMOST J064509.17+011352.6,385406186,101.288214,1.231291,117.14,A
LAMOST J101300.79+262639.1,11405158,153.253327,26.444199,57.1,G
LAMOST J000246.89+184709.3,54915006,0.695388,18.785918,95.77,K
LAMOST J131012.49+320727.8,457003023,197.552075,32.124409,55.32,M
LAMOST J063944.36+242716.2,402309151,99.93484,24.45452,438.67,Ap
LAMOST J233952.27+291244.9,1314047,354.96781,29.212488,51.52,F
LAMOST J013345.83+540641.7,251006194,23.440959,54.111588,84.8,Ap
LAMOST J012756.18+481103.4,393009199,21.984123,48.184296,220.3,Ap
LAMOST J051323.41+431440.2,363106111,78.347581,43.244501,87.9,Ap
LAMOST J101732.84+262940.9,11408016,154.386835,26.494699,60.31,G
LAMOST J020604.04+555543.9,380715135,31.51685,55.928869,108.66,Ap
LAMOST J064154.06+145753.4,327702136,100.475262,14.964854,63.82,Ap
LAMOST J103302.98+284726.8,16014148,158.261268,28.7908,73.39,G
LAMOST J045649.41+475354.9,217813205,74.205895,47.89859,96.67,A
LAMOST J135546.49+083235.0,50910050,208.94372,8.543083,61.27,K
LAMOST J102709.99+325222.2,14111044,156.791655,32.872852,81.46,G
LAMOST J135336.40+091945.3,50810145,208.40168,9.329269,53.23,K
LAMOST J105723.60+263818.7,15403015,164.348373,26.638554,74.88,G
LAMOST J075357.97+253833.5,2701013,118.49156,25.642642,56.85,F
LAMOST J015204.29+000446.9,18701214,28.0179,0.0797,51.82,G
LAMOST J095207.25+291552.3,14006199,148.030216,29.264545,343.57,G
LAMOST J040016.13+553805.5,354114081,60.067221,55.634875,60.69,B
LAMOST J150606.67+151231.5,442513228,226.527524,15.208773,191.18,M
LAMOST J050736.11+121843.9,407205216,76.90046,12.312216,60.78,M
LAMOST J223417.52+295312.9,1202188,338.573035,29.886932,51.08,F
LAMOST J034054.06+512710.6,409603101,55.225284,51.452947,215.27,A
LAMOST J154048.75+414455.3,458414241,235.203153,41.748708,53.23,M
LAMOST J061027.28+120334.2,647616027,92.613669,12.059517,135.78,Ap
LAMOST J024317.05+562932.1,5111160,40.821079,56.492271,51.41,F
LAMOST J003638.26+415626.3,1616085,9.159452,41.940649,52.04,F
LAMOST J070048.93+065500.1,396301232,105.203897,6.9167,124.88,B
LAMOST J034659.13+171017.3,427903086,56.746413,17.171492,239.19,A
LAMOST J025810.13+541028.7,840705040,44.542232,54.174647,86.11,Ap
LAMOST J133449.16+131702.9,420605108,203.704848,13.284147,54.84,M
LAMOST J111102.83+302639.6,389212120,167.760858,30.444644,82.23,M
LAMOST J030246.79+515111.6,16103081,45.694972,51.853231,70.94,G
LAMOST J035250.20+274950.4,1410064,58.209205,27.830694,70,F
LAMOST J005021.63+343636.9,15804098,12.590159,34.610254,60.35,G
LAMOST J070052.02+283206.3,15705141,105.21678,28.535095,50.44,G
LAMOST J125536.75+343828.2,458715127,193.903162,34.641168,54.96,M
LAMOST J232311.05+564232.9,392504046,350.79606,56.709143,54.43,Ap
LAMOST J201003.13+504321.2,462809141,302.513056,50.722571,59.93,Ap
LAMOST J064958.48+184700.8,447210121,102.493693,18.783581,223.94,A
LAMOST J012349.81+062903.5,387610154,20.95757,6.484328,51.95,M
LAMOST J233035.96+305101.1,703009,352.649865,30.850309,51.54,F
LAMOST J053910.74+541727.3,425712067,84.794782,54.290918,73.45,Ap
LAMOST J154508.99-010205.6,51403182,236.28749,-1.034894,93.19,K
LAMOST J044023.19+512603.0,27005234,70.096627,51.434181,300.63,Ap
LAMOST J051905.04+290306.6,15503163,79.771009,29.051837,75.39,G
LAMOST J053536.13+145306.3,374506205,83.900556,14.885099,55.49,M
LAMOST J032035.25+202305.9,387704201,50.146914,20.384992,52.84,M
LAMOST J062250.59+202653.6,437312203,95.710822,20.448233,68.97,M
LAMOST J093742.42+301415.2,14003054,144.426769,30.237579,61.84,G
LAMOST J171037.90+161822.1,51204056,257.657003,16.306149,50.34,K
LAMOST J061907.81+123335.1,400106210,94.78258,12.559764,84.83,A
LAMOST J232644.57+314153.8,714071,351.685744,31.698286,66.09,F
LAMOST J054856.52+082648.9,471403114,87.235532,8.446937,63.31,M
LAMOST J051543.39+422810.1,294315162,78.930793,42.469478,85.81,Ap
LAMOST J060230.66+221423.9,486310178,90.627764,22.239985,152.49,A
LAMOST J224141.97+293437.8,1205022,340.424876,29.577177,98.54,F
LAMOST J064249.69+263700.6,409106249,100.70734,26.61776,58.98,M
LAMOST J054005.19+211837.5,547514174,85.021663,21.310427,172.42,Ap
LAMOST J203832.97+343931.1,470905216,309.637402,34.658644,132.01,A
LAMOST J021421.75+531059.5,380807091,33.589379,53.18322,633.98,B
LAMOST J025641.65-054013.7,55316111,44.17358,-5.67048,89.59,K
LAMOST J064850.36+034822.9,368914171,102.209873,3.806379,140.84,Ap
LAMOST J044337.12+545926.1,217005170,70.904671,54.990598,86.32,A
LAMOST J061550.88+185235.6,417109119,93.962025,18.876566,79.49,A
LAMOST J060905.20+232242.3,486303160,92.2717,23.378434,400.12,A
LAMOST J021451.94+582613.7,15304111,33.7155,58.4367,68.26,G
LAMOST J223854.47+320931.5,1215083,339.726974,32.158756,97.74,F
LAMOST J235808.38+273245.4,1307136,359.53493,27.545959,65.61,F
LAMOST J220000.22+310711.2,614242,330.000954,31.119795,52.57,F
LAMOST J060637.10+235416.0,486315068,91.654614,23.90445,236.97,A
LAMOST J051523.93+290725.6,15514072,78.849729,29.123793,54.22,G
LAMOST J070437.81+131910.1,392012120,106.15755,13.319499,116.57,A
LAMOST J053653.24+463405.4,253807050,84.221838,46.568186,57.59,A
LAMOST J062219.56+085824.2,419302111,95.581536,8.973403,77.34,A
LAMOST J235600.38+283217.5,1308085,359.001616,28.538212,69.96,F
LAMOST J044445.35+433352.7,364910067,71.188964,43.564659,59.88,B
LAMOST J065815.16+031613.3,368908043,104.562919,3.271102,351.96,B
LAMOST J154807.86-015316.9,51405164,237.03277,-1.888038,168.92,K
LAMOST J221621.88+284052.7,607201,334.091182,28.681318,64.47,F
LAMOST J054917.31+235910.5,434405114,87.322154,23.986252,105.2,A
LAMOST J080313.00+293859.2,2014164,120.80418,29.649789,109.82,F
LAMOST J191542.50+380820.7,52502184,288.927113,38.139111,135.61,K
LAMOST J063918.39+033506.7,385411055,99.826664,3.585222,103.26,A
LAMOST J041336.90+524434.5,354101177,63.403777,52.742941,88.76,B
LAMOST J220423.70+303801.9,603051,331.098764,30.633886,51.71,F
LAMOST J070450.74+092259.5,396304069,106.210774,9.383216,415.36,B
LAMOST J193505.80+385249.9,369706139,293.77418,38.880554,618.21,B
LAMOST J083206.94+490503.6,48903019,128.02893,49.084351,79.91,K
LAMOST J064449.58-054625.4,696602062,101.206589,-5.77374,131.13,Ap
LAMOST J061234.68+215500.0,399908198,93.144533,21.916667,82.97,A
LAMOST J221902.81+295455.3,606183,334.761736,29.915369,52.22,F
LAMOST J053439.70+094145.9,476103093,83.665443,9.696109,56.05,M
LAMOST J040915.01+274025.3,1406207,62.312546,27.673709,54.7,F
LAMOST J183344.13+093641.1,820705079,278.4339,9.611429,119.51,Ap
LAMOST J194736.92+280606.6,469006143,296.903842,28.101859,91.84,A
LAMOST J005653.07+340435.7,14606235,14.221138,34.07661,57.67,G
LAMOST J052922.78+383328.3,284204022,82.34492,38.557888,76.41,B
LAMOST J000342.77+014422.6,369208109,0.92822,1.739634,87.54,M
LAMOST J110017.63+250206.5,15401098,165.073485,25.035156,60.15,G
LAMOST J033831.35+410739.8,403910173,54.630643,41.127744,55.78,M
LAMOST J134738.06+000913.7,49316201,206.9086,0.153814,52.27,K
LAMOST J110255.92+281400.0,14205172,165.733032,28.233335,53.22,G
LAMOST J065558.69+293146.7,15703186,103.99456,29.529651,51.03,G
LAMOST J020917.72+074358.5,55713093,32.323842,7.732917,117.36,K
LAMOST J035032.84+571028.7,264407068,57.636837,57.174653,125.26,B
LAMOST J094900.85+312955.1,18603174,147.253551,31.498655,77.11,G
LAMOST J064203.60+283659.2,2603020,100.51501,28.61646,87.76,F
LAMOST J052229.37+403050.5,294308020,80.622392,40.514029,80.42,B
LAMOST J030821.38+510820.3,253603033,47.089121,51.138974,154.16,A
LAMOST J050631.97+254612.3,312805101,76.633226,25.770085,57.63,B
LAMOST J155857.58+430127.8,458412040,239.739947,43.024391,59.16,M
LAMOST J033945.48+472300.9,408712003,54.939535,47.383598,69.98,Ap
LAMOST J204558.91+344806.4,373002192,311.495316,34.801403,262.85,B
LAMOST J043506.87+192508.6,314305215,68.77865,19.419069,50.42,Ap
LAMOST J232830.49+305239.6,703230,352.127053,30.877668,85.4,F
LAMOST J052949.46+364800.7,213506183,82.456108,36.800199,84.23,A
LAMOST J115235.40+592302.2,49609098,178.14752,59.383972,169.55,K
LAMOST J023745.05+535557.8,5003095,39.437712,53.932733,74.85,F
LAMOST J003708.49+412515.2,1614091,9.285376,41.420893,52.58,F
LAMOST J061815.17+214443.4,399907142,94.563237,21.745401,277.45,A
LAMOST J192308.20+364527.1,52401219,290.784196,36.757531,119.41,K
LAMOST J085844.73+481027.6,49002145,134.6864,48.174339,59.36,K
LAMOST J061838.27+201732.1,437309070,94.659495,20.292256,171.96,A
LAMOST J063802.51+163738.6,731606041,99.510466,16.627411,63.1,Ap
LAMOST J025925.81+282247.3,14303170,44.857569,28.379806,51.49,G
LAMOST J064258.31+000725.7,385407071,100.742989,0.123814,83.43,A
LAMOST J221923.23+291524.5,607136,334.846805,29.256826,62.41,F
LAMOST J053149.00+413736.1,277401247,82.954181,41.626698,92.05,B
LAMOST J072544.46+470410.8,438012055,111.43528,47.069673,59.84,M
LAMOST J082447.16+142509.6,436906214,126.1965,14.419353,76.56,M
LAMOST J170447.78+172007.5,51515169,256.197959,17.335417,108.13,K
LAMOST J024744.60+543613.8,244010067,41.935864,54.603851,56.83,A
LAMOST J110226.24+280321.2,14205164,165.609348,28.055912,75.35,G
LAMOST J033840.14+503834.7,393113101,54.667285,50.642995,121.52,A
LAMOST J063926.30+210017.6,437904047,99.859614,21.004893,153.33,M
LAMOST J101425.08+271839.0,11404061,153.604539,27.310858,68.94,G
LAMOST J005655.04+042339.1,55116052,14.22934,4.394205,58.63,K
LAMOST J084732.34+165954.4,48510001,131.88478,16.998451,88.18,K
LAMOST J025145.85+524434.7,5008211,42.941083,52.742987,50.22,F
LAMOST J065755.84+125952.9,436513189,104.482701,12.998033,230.89,Ap
LAMOST J053833.71+370033.5,297015154,84.639774,37.009328,229.39,B
LAMOST J195905.71+290246.4,573901249,299.773796,29.046227,103.62,Ap
LAMOST J073705.50+274700.5,3408161,114.27293,27.783489,57.01,F
LAMOST J025320.52+531144.9,5108126,43.335536,53.195824,58.36,F
LAMOST J063756.31+265451.8,907181,99.484643,26.91441,64.15,F
LAMOST J004641.99+585401.4,469316058,11.674963,58.900415,334.45,A
LAMOST J043631.38+542524.2,409702192,69.130776,54.423396,124.82,A
LAMOST J055857.82+081834.7,471409147,89.740931,8.309656,72.9,A
LAMOST J053349.71+343730.5,319905250,83.457164,34.625145,119.47,B
LAMOST J135408.90+102301.5,50814116,208.53712,10.383776,79.4,K
LAMOST J061236.58+252637.1,486811202,93.152419,25.443654,324.7,A
LAMOST J052431.46+355632.5,213508210,81.131087,35.94238,57.97,A
LAMOST J233529.91+325955.1,711058,353.874641,32.998642,85.89,F
LAMOST J035512.93+270501.3,1402039,58.803894,27.083704,79.13,F
LAMOST J155127.59+510310.4,53207187,237.864983,51.052891,58.73,K
LAMOST J103656.06+272157.9,16003185,159.233591,27.366091,58.44,G
LAMOST J011835.17+482127.9,393015001,19.64522,48.357609,431.1,B
LAMOST J131505.50+190053.0,49209142,198.77295,19.014738,310.27,K
LAMOST J053419.18+092354.7,476103240,83.579927,9.39855,52.42,M
LAMOST J043445.35+382504.4,421715204,68.688999,38.417899,103.74,A
LAMOST J105701.19+245256.7,385110169,164.254997,24.882427,51.24,M
LAMOST J220556.64+301403.6,603032,331.486032,30.234341,61.1,F
LAMOST J233323.55+320452.1,715178,353.348153,32.081139,102.38,F
LAMOST J055629.25+120153.3,711201103,89.121894,12.031497,239.74,Ap
LAMOST J104545.94+490514.2,18303095,161.441432,49.087305,57.42,G
LAMOST J223655.29+564804.4,260916141,339.230387,56.801232,57.4,B
LAMOST J162052.81+362520.6,50505240,245.220083,36.4234,74.82,K
LAMOST J035926.43+273740.9,1405072,59.860153,27.628032,66.8,F
LAMOST J155245.37+521450.5,53106031,238.18905,52.247364,84.37,K
LAMOST J194638.58+455835.8,360112167,296.660774,45.976615,164.8,B
LAMOST J121147.44+320814.8,404804013,182.947669,32.137458,62.45,M
LAMOST J040039.58+265417.2,1401166,60.164943,26.904802,71.77,F
LAMOST J170511.89+135709.1,51201236,256.298698,13.952553,78.73,K
LAMOST J130238.46+165902.2,49202079,195.66028,16.983957,202.4,K
LAMOST J053420.65+450323.4,424415099,83.586073,45.056505,58.4,Ap
LAMOST J015120.59+024040.4,18704020,27.835816,2.677893,52.22,G
LAMOST J090500.59+480941.7,49005091,136.25246,48.161598,229.77,K
LAMOST J005055.35+403156.7,7008088,12.730626,40.532428,51.48,F
LAMOST J102342.20+301252.9,14105107,155.925869,30.214722,50.52,G
LAMOST J030124.26+193333.0,387108107,45.351083,19.559173,77.15,M
LAMOST J004443.30+395240.9,7005105,11.180451,39.878045,61.39,F
LAMOST J060951.29-055201.5,207115130,92.46372,-5.867086,102.61,A
LAMOST J235659.92+285327.1,14801011,359.249705,28.890869,107.63,G
LAMOST J162403.89+380606.7,50515200,246.016215,38.101868,50.66,K
LAMOST J201802.60+365218.1,250702098,304.510852,36.871701,65.9,A
LAMOST J095035.78+301831.0,14013243,147.6491,30.308626,79.72,G
LAMOST J083909.93+114906.1,420810025,129.791391,11.818369,57.14,M
LAMOST J075750.85+180432.1,388213061,119.461113,18.075596,234.36,B
LAMOST J143851.84+421344.2,447707179,219.716005,42.228964,142.05,M
LAMOST J063516.11+260915.1,907239,98.817159,26.154212,53.71,F
LAMOST J004658.07+333117.0,15805208,11.741984,33.521405,69.74,G
LAMOST J013956.55+300820.1,14704021,24.985627,30.138918,54.64,G
LAMOST J031444.44+514320.6,16108226,48.685176,51.72241,63.89,G
LAMOST J082034.62+065513.8,308408245,125.144275,6.9205,118.44,Ap
LAMOST J065433.93-005123.9,265706058,103.641395,-0.856666,107.54,B
LAMOST J050938.25+443001.2,309106170,77.409396,44.500336,55.35,Ap
LAMOST J071243.05+005310.6,724614088,108.179381,0.886286,102.31,Ap
LAMOST J230429.09+291511.0,4815136,346.121217,29.253067,55.8,F
LAMOST J221357.91+532229.1,837606155,333.49132,53.374751,305.22,Ap
LAMOST J025018.76+552258.2,244003063,42.578197,55.382845,54.11,A
LAMOST J042244.17+554812.2,354113193,65.684082,55.803411,258.94,Ap
LAMOST J193855.38+272608.7,461308182,294.730425,27.435827,172.69,A
LAMOST J065121.51+131011.4,436509121,102.839654,13.169852,147.27,A
LAMOST J084525.69+174159.2,48514242,131.35707,17.699778,110.43,K
LAMOST J050949.53+414946.4,294414222,77.456379,41.829561,61.11,Ap
LAMOST J053956.56+162222.0,393308005,84.985434,16.372802,364.9,A
LAMOST J224916.09+294119.1,1207181,342.317046,29.688643,55.66,F
LAMOST J074829.19+282638.9,2703218,117.12164,28.444148,71,F
LAMOST J062614.85+194703.7,431605071,96.561916,19.784375,108.28,A
LAMOST J045732.64+400353.1,362403134,74.386017,40.064754,56.94,Ap
LAMOST J060910.33+200105.9,437314097,92.29308,20.01833,95.91,A
LAMOST J063942.78+161849.5,435506189,99.928258,16.313768,190.39,A
LAMOST J132243.85+282115.3,51313014,200.682727,28.354251,57.77,K
LAMOST J224841.53+563534.7,275010067,342.173047,56.592999,78.05,B
LAMOST J074012.76+573006.1,380104045,115.053171,57.501707,51.21,M
LAMOST J230037.30+275700.3,470003190,345.155422,27.95009,56.18,M
LAMOST J055531.28+283117.0,131604138,88.880368,28.521413,67.57,Ap
LAMOST J035327.23+581906.5,157904035,58.363461,58.318493,112.28,Ap
LAMOST J063052.07+012240.9,382109180,97.716998,1.378043,75.48,B
LAMOST J213307.57+542541.6,476615119,323.281567,54.428238,57.98,M
LAMOST J070023.83+103841.5,392008203,105.0993,10.644881,80.09,A
LAMOST J143554.56+304155.8,49815248,218.97735,30.698858,55.72,K
LAMOST J214036.77+441717.4,476305094,325.153237,44.288167,70.02,M
LAMOST J052808.90+055932.1,208705126,82.037099,5.992257,552.13,A
LAMOST J060906.54-064626.5,211508248,92.277261,-6.774033,389.36,A
LAMOST J064126.13+013307.7,385408041,100.358894,1.552146,53.83,A
LAMOST J192159.71+375616.9,52405100,290.498792,37.938028,55.05,K
LAMOST J065316.14-011346.3,265706177,103.31727,-1.229541,121.04,B
LAMOST J095619.29+293428.8,50403190,149.079025,29.574469,79.78,K
LAMOST J132912.67+141124.7,407103197,202.302802,14.190211,64.8,M
LAMOST J063514.18+201804.1,431606028,98.809094,20.301156,89.12,A
LAMOST J034213.79+595351.3,264415139,55.558265,59.897835,377.33,B
LAMOST J020528.91+542426.4,380804122,31.370489,54.407338,182.49,Ap
LAMOST J014524.15+024144.7,18714179,26.350652,2.695777,64.15,G
LAMOST J224950.71+295436.5,1206201,342.461315,29.910141,83.63,F
LAMOST J061527.24+501410.2,379112143,93.863507,50.236175,286.93,B
LAMOST J100249.49+303723.9,18606124,150.706224,30.623327,59.25,G
LAMOST J080332.29+271457.0,2002219,120.88458,27.249185,84.98,F
LAMOST J153750.65+400248.8,447806232,234.461077,40.046896,68.24,M
LAMOST J021330.87+565702.6,15301172,33.3796,56.9504,62.48,G
LAMOST J060603.76+212034.5,486802219,91.515691,21.342933,135.4,A
LAMOST J060129.52+230526.4,483210150,90.373037,23.090673,95.92,M
LAMOST J035651.42+302050.5,1416132,59.214268,30.347362,58.82,F
LAMOST J084349.37+103100.1,420802058,130.955712,10.516696,79.83,M
LAMOST J070448.05+052150.8,814803144,106.200211,5.364124,349.48,Ap
LAMOST J065017.04+010433.3,368902112,102.571039,1.075927,87.73,Ap
LAMOST J003718.38+413316.9,1614098,9.326593,41.554704,56.31,F
LAMOST J035012.27+282036.6,1410136,57.551159,28.343522,53.54,F
LAMOST J064901.28+034633.2,368914159,102.255362,3.775906,113.96,Ap
LAMOST J101458.80+265917.7,11404106,153.745014,26.988255,79.45,G
LAMOST J102026.88+331003.7,197403024,155.11203,33.167705,460.08,Ap
LAMOST J080322.94+275631.5,2002178,120.84559,27.942086,100.24,F
LAMOST J053635.30+412714.9,286215050,84.146618,41.454054,277.05,B
LAMOST J063851.64+003012.2,385405015,99.715174,0.503394,78.29,B
LAMOST J223232.34+322925.7,1216018,338.134766,32.490482,106.44,F
LAMOST J054516.74+202005.4,210601181,86.319767,20.334853,63.84,Ap
LAMOST J234309.89+285144.3,1303082,355.791248,28.86232,52.48,F
LAMOST J063715.35+301414.7,2616086,99.313989,30.237423,50.59,F
LAMOST J143121.33+305434.1,49714139,217.8389,30.909498,51.04,K
LAMOST J014411.84+034914.6,18716015,26.049353,3.820744,58.23,G
