DESIG,OBSID,RA,DEC,SN/g,SUBCLASS
LAMOST J014649.36+031526.3,18714168,26.705701,3.257328,62.7,G
LAMOST J051800.53+373258.7,43404159,79.502246,37.549651,118.58,Ap
LAMOST J213640.37+420944.1,255308039,324.168247,42.162257,61.39,Ap
LAMOST J121327.33+111617.7,418615140,183.363896,11.271597,54.86,M
LAMOST J155937.31+294126.8,51013173,239.90549,29.690805,83.16,K
LAMOST J061217.98+241250.8,486315145,93.074956,24.214115,221.8,A
LAMOST J004954.63+342148.3,15805114,12.477628,34.363429,52.89,G
LAMOST J030436.33-051344.8,55412047,46.151376,-5.229134,65.28,K
LAMOST J004119.61+334843.9,15802200,10.331746,33.812219,60.13,G
LAMOST J061348.11+211121.1,485101125,93.450489,21.18921,88.71,A
LAMOST J025917.04-061444.1,55315182,44.82103,-6.24561,81.46,K
LAMOST J083137.49+192337.7,400304037,127.906656,19.394321,55.64,M
LAMOST J062649.19+022658.4,442707025,96.704959,2.449568,126.27,A
LAMOST J103202.09+280713.2,16014215,158.008742,28.120353,113.63,G
LAMOST J054749.88+250311.9,434404042,86.957855,25.053311,54.41,A
LAMOST J062524.75+203449.9,218303220,96.353151,20.580549,80.21,A
LAMOST J054922.49+300411.1,212016083,87.343729,30.069756,81.86,A
LAMOST J060241.11+231013.0,486810140,90.671292,23.1703,975.55,Ap
LAMOST J060358.28+225512.3,485110020,90.992849,22.920091,244.68,A
LAMOST J134342.30+295517.8,48706114,205.926264,29.921638,53.36,K
LAMOST J054430.30+192531.7,108010095,86.12627,19.425476,110.34,Ap
LAMOST J191638.04+400943.3,52514083,289.1585,40.162028,55.42,K
LAMOST J052437.45+353534.7,255005108,81.156681,35.593504,476.04,Ap
LAMOST J102349.02+265740.9,11406051,155.954279,26.961378,53.58,G
LAMOST J095734.41+314658.2,18609243,149.393377,31.78286,52.26,G
LAMOST J062557.52+213912.2,431615016,96.489705,21.653392,111.29,A
LAMOST J035848.88+263452.6,1401063,59.703705,26.58129,55.76,F
LAMOST J101551.05+291130.3,11411117,153.962731,29.191774,74.91,G
LAMOST J004357.03+351526.2,16303054,10.987625,35.257298,56.12,G
LAMOST J095851.50+315012.2,18609136,149.71462,31.836723,60.81,G
LAMOST J171104.11+021227.9,449907188,257.767165,2.20775,57.56,M
LAMOST J073406.66+504506.9,448308179,113.52776,50.751943,61.49,M
LAMOST J033840.14+503834.7,409610245,54.667285,50.642995,202.53,A
LAMOST J220725.92+292058.4,605222,331.858023,29.34956,58.09,F
LAMOST J055630.15+084125.3,471409166,89.125635,8.690384,62.26,A
LAMOST J005339.65+364322.8,15812134,13.415209,36.723,50.7,G
LAMOST J223603.80+305852.8,1203087,339.015872,30.981352,101.21,F
LAMOST J174252.29+072958.7,50716072,265.71702,7.499167,56.85,K
LAMOST J083212.04+122057.3,337409182,128.050204,12.349253,158.21,B
LAMOST J063223.91+180529.1,435515132,98.099655,18.091422,171.6,Ap
LAMOST J073654.29+285735.5,3404071,114.22624,28.959877,50.66,F
LAMOST J074807.60+280342.2,2703087,117.03169,28.061741,77.82,F
LAMOST J195928.24+480303.2,462801246,299.867191,48.050889,289.68,Ap
LAMOST J032944.78+595503.3,264414078,52.438117,59.91813,82.75,B
LAMOST J093830.32+292144.6,8111064,144.626341,29.362396,57.75,F
LAMOST J061814.03+352759.7,177304207,94.558465,35.466587,61.49,Ap
LAMOST J023217.63+534643.1,4910101,38.073469,53.778655,53,F
LAMOST J155453.81+521447.7,53206037,238.72422,52.246609,58.38,K
LAMOST J060934.85+192329.2,437303054,92.39523,19.39147,130.32,A
LAMOST J041851.23+552140.7,354113237,64.713467,55.361319,183.12,B
LAMOST J073521.30+282923.0,3404118,113.83877,28.489734,51.08,F
LAMOST J095125.52+312638.0,18604172,147.855407,31.443903,75.27,G
LAMOST J192615.14+444046.7,360010013,291.56311,44.679649,110.4,B
LAMOST J063750.27-050036.6,898307167,99.459474,-5.010178,55.28,B
LAMOST J052955.97+341426.9,274711013,82.48323,34.240807,215.95,B
LAMOST J040859.96+280031.8,1406077,62.249843,28.008846,52.13,F
LAMOST J154900.31+524420.8,53209129,237.25133,52.739132,72.31,K
LAMOST J145938.80+131618.6,442401151,224.911674,13.271857,71.15,M
LAMOST J141430.10+390234.2,419612069,213.625453,39.042834,60.42,M
LAMOST J170303.65+155703.0,51203089,255.765219,15.950844,72.24,K
LAMOST J223211.40+301636.1,1210093,338.047524,30.276712,56.13,F
LAMOST J170240.14+150800.9,51510171,255.666206,15.133609,134.49,K
LAMOST J063743.58+024900.8,385415140,99.431601,2.81689,251.95,A
LAMOST J064741.84+331005.0,438516045,101.925284,33.167787,295.51,A
LAMOST J204344.19+495337.1,361813052,310.932996,49.893655,499.26,B
LAMOST J011914.21+530041.7,251001094,19.808352,53.011595,213.18,A
LAMOST J063721.09+025825.0,385415019,99.337878,2.973634,99.15,A
LAMOST J094924.80+301624.5,18605222,147.353367,30.273474,86.09,G
LAMOST J043832.73+402243.5,603008162,69.636396,40.378768,58.48,Ap
LAMOST J065049.03+105959.7,436505139,102.704327,10.999936,438.19,Ap
LAMOST J041516.47+460907.2,470203032,63.818655,46.152015,69.84,A
LAMOST J185229.03+482414.1,347116180,283.119843,48.403918,114.55,B
LAMOST J023938.79+193121.8,475403018,39.911661,19.522742,100.96,A
LAMOST J091712.93+481012.8,49107132,139.30391,48.170238,54.71,K
LAMOST J044829.59-012557.8,392312127,72.123331,-1.432725,97.63,M
LAMOST J051703.53+405053.4,294404184,79.264729,40.848187,108.71,B
LAMOST J004209.82+334703.3,16302180,10.540957,33.784257,52.71,G
LAMOST J054203.34+185213.7,393312046,85.513939,18.870475,71.26,A
LAMOST J015654.40+031045.8,18709194,29.226696,3.179404,52.68,G
LAMOST J040404.69+452230.7,13903085,61.019545,45.375206,98.55,G
LAMOST J223759.95+311808.6,1203214,339.499819,31.302399,55.63,F
LAMOST J062606.65+295439.5,916068,96.527741,29.91099,61.69,F
LAMOST J061342.12+215837.4,428010112,93.425535,21.977081,62.44,A
LAMOST J030943.62+500227.5,16101041,47.431778,50.040991,50.78,G
LAMOST J034818.00+235329.2,480604166,57.075024,23.891465,66.23,M
LAMOST J031949.59+262641.2,273806132,49.95664,26.444792,150.55,B
LAMOST J005322.11+392425.8,1607181,13.342133,39.40718,60.16,F
LAMOST J203427.53+374134.9,470916047,308.61471,37.693044,57.08,M
LAMOST J193530.91+383021.7,52406165,293.878833,38.506028,58.02,K
LAMOST J232932.30+325445.4,716171,352.384597,32.912636,70.02,F
LAMOST J153341.62+523035.4,53203069,233.42345,52.509838,69.65,K
LAMOST J051506.96+403350.9,294303013,78.779002,40.564162,138.4,B
LAMOST J000410.74+193408.2,54911177,1.04475,19.56896,81.48,K
LAMOST J095040.35+300906.0,18605078,147.667185,30.151667,76.1,G
LAMOST J054224.23+390711.9,316413191,85.60096,39.11998,56.96,B
LAMOST J234251.79+283743.5,1303080,355.715815,28.628759,92.81,F
LAMOST J094033.83+284230.4,14005217,145.140991,28.708467,54.59,G
LAMOST J162156.76+371210.2,50503189,245.486536,37.20285,66.88,K
LAMOST J062457.75+184017.8,437306134,96.240644,18.671614,82.07,A
LAMOST J193028.19+440007.2,359905187,292.617497,44.002025,324.59,B
LAMOST J223244.34+295034.9,1202171,338.184772,29.843035,105.25,F
LAMOST J232111.53+505635.0,469211212,350.298048,50.94308,215.33,A
LAMOST J004524.94+565140.3,469303032,11.353933,56.861216,172.85,A
LAMOST J055104.43+120715.9,427113133,87.7685,12.121091,161.03,A
LAMOST J130543.99+200321.4,49215161,196.43331,20.055958,94.69,K
LAMOST J201056.65+302801.5,469506082,302.736074,30.467091,124.46,A
LAMOST J061007.77+200308.2,437315063,92.532408,20.052289,93.46,A
LAMOST J005333.34+342222.8,14608011,13.388928,34.373024,53.44,G
LAMOST J051401.87+444849.5,307305042,78.507832,44.813752,138.68,Ap
LAMOST J155610.60+005649.9,51606152,239.0442,0.94722,61.13,K
LAMOST J024557.84+550950.4,4915023,41.491039,55.164012,58.1,F
LAMOST J021815.97+000624.0,381015063,34.566553,0.106682,69.77,M
LAMOST J135823.58-000426.7,49312083,209.59825,-0.074096,51.65,K
LAMOST J233432.96+293755.0,701142,353.637338,29.631954,61.08,F
LAMOST J093426.71+305428.7,14014012,143.611309,30.907995,101.18,G
LAMOST J063637.90+225702.9,721705174,99.157938,22.950822,190.43,Ap
LAMOST J193253.65+403409.7,52803201,293.223546,40.569386,96.28,K
LAMOST J163704.22+373123.8,50513038,249.267622,37.523302,52.66,K
LAMOST J041407.05+465012.8,592003121,63.529381,46.836909,66.03,Ap
LAMOST J072517.00+472040.4,439103004,111.32086,47.344577,60.59,M
LAMOST J223014.13+562557.4,260916225,337.558875,56.432615,72.42,B
LAMOST J033843.31+412238.8,308005150,54.680479,41.377461,239.47,Ap
LAMOST J063134.34+180412.6,274301182,97.893101,18.07018,83.28,B
LAMOST J100004.89+321627.5,18613140,150.018924,32.274323,128.74,G
LAMOST J071048.70+564217.1,378112197,107.702924,56.704767,83.94,M
LAMOST J081728.72+160314.5,436904040,124.3697,16.054052,70.12,M
LAMOST J170416.11+163551.3,49403219,256.067138,16.597604,56.21,K
LAMOST J220335.96+121253.9,378801085,330.899872,12.214974,62.2,M
LAMOST J052927.11+153435.8,393302086,82.362576,15.577283,103.95,M
LAMOST J040502.55+472427.3,400004039,61.260656,47.407586,119.27,Ap
LAMOST J033349.82+512235.9,374614239,53.457602,51.376658,86.46,B
LAMOST J064513.46+020813.0,385413220,101.305719,2.137413,400.04,B
LAMOST J064532.87+013610.9,385406040,101.386961,1.603041,115.74,A
LAMOST J100253.49+264010.1,11410118,150.722895,26.669485,158.7,G
LAMOST J011025.72+574710.9,469313015,17.607175,57.786381,152.18,Ap
LAMOST J045902.34+445134.8,363104030,74.75977,44.859678,74.62,B
LAMOST J053716.51+110700.3,476115167,84.31883,11.116755,91.27,A
LAMOST J133834.73+150008.5,420609199,204.644711,15.002383,55.96,M
LAMOST J043001.38+531420.4,361703080,67.505766,53.239022,89.53,B
LAMOST J062343.40+203931.3,428001088,95.93086,20.6587,196.61,A
LAMOST J201257.55+315715.9,469513120,303.239832,31.954421,51.51,M
LAMOST J081118.15+044407.3,8405004,122.825638,4.735381,71.29,F
LAMOST J064806.10+155704.4,446205135,102.025439,15.951241,326.88,A
LAMOST J110355.29+281735.0,14205101,165.9804,28.293079,55.52,G
LAMOST J064103.19+202423.8,593604057,100.263316,20.406617,168.74,Ap
LAMOST J004329.16+352035.0,16303106,10.8715,35.343072,61.66,G
LAMOST J102125.49+260556.3,11406225,155.356239,26.098988,64.88,G
LAMOST J223158.56+302145.6,1210086,337.994,30.362688,71.22,F
LAMOST J172213.69+354922.4,462705026,260.557063,35.822903,56.9,M
LAMOST J012059.07+323752.2,15214168,20.246157,32.631176,54.29,G
LAMOST J064054.76+034208.3,385412073,100.228194,3.702326,177.88,A
LAMOST J060414.76+240402.4,399914078,91.061522,24.067347,58.65,B
LAMOST J224238.90+332219.6,1211222,340.66209,33.372135,60.59,F
LAMOST J211431.16+305017.1,368214152,318.629857,30.838102,135.51,B
LAMOST J171342.72+160953.0,51209235,258.427387,16.164741,89.98,K
LAMOST J194057.16+462739.8,354601081,295.23819,46.46106,73.66,B
LAMOST J004303.67+573817.4,469303113,10.765303,57.638176,284.56,A
LAMOST J005544.22+331310.3,15807071,13.934285,33.219548,54.48,G
LAMOST J054144.84+091306.1,476108173,85.436849,9.218369,63.8,M
LAMOST J140109.54+421856.2,456705085,210.289759,42.315636,70.5,M
LAMOST J051915.40+281334.3,15505192,79.814169,28.226206,60.71,G
LAMOST J220252.06+284724.0,602076,330.716919,28.790026,51.63,F
LAMOST J080941.05+150904.4,18208026,122.42105,15.15123,65.18,G
LAMOST J082816.33+223226.4,379316230,127.06805,22.540686,169.48,B
LAMOST J225015.32+305733.9,1213093,342.563869,30.959431,70.37,F
LAMOST J004538.97+401319.6,7004088,11.412409,40.222114,52.24,F
LAMOST J061453.33+150946.0,203712129,93.722212,15.162792,163.84,Ap
LAMOST J065707.79+164805.1,447201212,104.282464,16.80142,111.21,A
LAMOST J065707.80+030838.9,368904247,104.282529,3.144143,273.98,Ap
LAMOST J033307.98+511637.6,393112067,53.283278,51.277128,81.14,B
LAMOST J024538.88+132555.6,298408084,41.412008,13.432122,83.89,B
LAMOST J041436.66+544718.5,354108028,63.652765,54.78849,311.34,B
LAMOST J051419.87+374536.8,213603121,78.582813,37.760246,57.47,A
LAMOST J082413.84+145208.2,439604238,126.057697,14.86896,61.86,M
LAMOST J010942.50+301121.1,7713228,17.427084,30.189201,53.18,F
LAMOST J064507.37+134043.1,436516165,101.280258,13.67866,412.77,A
LAMOST J062550.84+105348.2,419304057,96.461872,10.896737,58.31,M
LAMOST J081650.57+133950.4,476201045,124.21071,13.664022,57.19,M
LAMOST J191720.40+395129.5,52414174,289.335,39.858222,72.33,K
LAMOST J084815.47+172106.2,48514074,132.06446,17.351723,103.09,K
LAMOST J115053.93+580826.9,49509023,177.72473,58.140812,208.93,K
LAMOST J094841.97+333212.4,18616146,147.173928,33.536804,62.35,G
LAMOST J014943.42+044823.0,18716234,27.430931,4.80639,59.95,G
LAMOST J210226.93+022017.2,370304168,315.612221,2.338113,56.02,M
LAMOST J065832.69+111908.9,392004097,104.63623,11.319162,169.59,A
LAMOST J032508.98-011714.7,388505100,51.287423,-1.287433,50.02,M
LAMOST J051321.65+125013.3,407208017,78.340218,12.837055,59.55,M
LAMOST J030700.21-061439.7,55313119,46.75091,-6.24438,209.94,K
LAMOST J091052.49+275616.3,15914166,137.718727,27.937883,50.72,G
LAMOST J134101.72+054247.4,427714039,205.257201,5.713168,54.17,M
LAMOST J062133.46+191543.8,417112174,95.389435,19.262194,61.05,Ap
LAMOST J151123.78+010513.5,48416206,227.84912,1.08711,112.89,K
LAMOST J220803.63+283019.5,601042,332.015149,28.505444,67.33,F
LAMOST J085806.80+150531.1,48501182,134.52836,15.091982,152.66,K
LAMOST J070544.56+212127.8,410013115,106.43569,21.357749,89.02,M
LAMOST J030312.38+520144.5,16103099,45.801592,52.029029,69.39,G
LAMOST J072636.64+441120.3,438008113,111.65268,44.188981,53.51,M
LAMOST J155536.76-021721.6,51407180,238.90317,-2.289338,61.06,K
LAMOST J003850.03+412811.8,1615056,9.708474,41.469967,72.03,F
LAMOST J185658.31+390835.9,837810034,284.242996,39.143332,434.93,Ap
LAMOST J093639.81+283506.1,14002040,144.1659,28.585043,61.85,G
LAMOST J053922.34+252937.1,434414018,84.843462,25.494042,96.51,Ap
LAMOST J102121.11+252832.4,11407082,155.337977,25.475683,70.86,G
LAMOST J221538.57+283223.5,607226,333.910709,28.539877,56.82,F
LAMOST J153616.54+524540.8,53103204,234.06892,52.76136,103.44,K
LAMOST J192439.28+412424.6,369108203,291.163678,41.406847,449.94,B
LAMOST J060848.10+192912.0,437303105,92.20045,19.486692,185.99,A
LAMOST J072210.64+145401.7,397610229,110.54436,14.900481,109.64,A
LAMOST J062621.62+041657.8,527402231,96.590089,4.282734,84.84,Ap
LAMOST J093923.91+253843.9,8101195,144.849648,25.645554,50.88,F
LAMOST J095243.42+301356.0,18605016,148.180928,30.232229,77.08,G
LAMOST J070231.38+035714.2,368913136,105.630782,3.953968,164.49,B
LAMOST J061055.21+225755.3,486304183,92.730061,22.965375,441.33,A
LAMOST J054525.83+313210.2,408811042,86.357636,31.536169,87.06,A
LAMOST J103719.28+270450.0,16003010,159.329052,27.080557,129.77,G
LAMOST J063809.34+112618.4,37116201,99.538925,11.438451,209.03,Ap
LAMOST J052257.00+534941.6,425716084,80.736261,53.82823,50.26,Ap
LAMOST J061158.48+203951.6,399901194,92.9937,20.66434,325.3,B
LAMOST J231134.15+544642.2,392502151,347.892294,54.778412,53.78,A
LAMOST J232733.72+315635.0,714164,351.89052,31.943062,62.89,F
LAMOST J103114.43+315749.9,14112169,157.810163,31.963879,55.02,G
LAMOST J013302.87+400001.4,407808237,23.261974,40.000392,50.45,M
LAMOST J192911.92+474442.9,362810035,292.299698,47.745274,246.77,B
LAMOST J065542.60+331853.3,438511116,103.927533,33.314808,161.54,A
LAMOST J073342.53+571013.4,380103163,113.427212,57.170393,52.68,M
LAMOST J015708.35+563140.1,380816129,29.284826,56.527812,76.43,Ap
LAMOST J063019.66+260609.3,1901084,97.581935,26.102587,52.54,F
LAMOST J155206.46+293006.7,51004044,238.02694,29.501886,85.88,K
LAMOST J054737.29+083016.0,476107127,86.905393,8.504472,71.94,M
LAMOST J220905.63+301109.4,604128,332.273471,30.18597,66.61,F
LAMOST J223829.39+301244.6,1205074,339.622475,30.212412,50.08,F
LAMOST J052232.94+443037.4,307307114,80.637853,44.510447,304.73,B
LAMOST J041909.12+560128.3,354112170,64.788028,56.024539,142.9,B
LAMOST J140744.51+080720.3,50807058,211.93548,8.122309,52.59,K
LAMOST J060230.66+221423.9,485110178,90.627764,22.239985,149.05,A
LAMOST J071535.89+054342.3,769302248,108.89955,5.728433,300.06,Ap
LAMOST J015609.05+084558.1,55714089,29.037734,8.766143,50.05,K
LAMOST J091006.61+273235.7,15914069,137.526354,27.543264,50.04,G
LAMOST J061824.22+204151.9,431514049,94.60094,20.69777,63.41,M
LAMOST J113833.53+035754.4,402513055,174.639734,3.965124,63.47,M
LAMOST J054254.99+091501.4,476108016,85.729154,9.250405,52.76,M
LAMOST J154643.38+291509.4,51003102,236.68078,29.25263,140.06,K
LAMOST J074729.80+284427.0,2714085,116.87417,28.740858,87.74,F
LAMOST J234338.46+290908.8,1303064,355.91026,29.152466,56.91,F
LAMOST J220230.84+404551.3,365411054,330.62854,40.764259,73.69,B
LAMOST J062222.37+270830.6,333510028,95.593242,27.141861,84.06,B
LAMOST J205335.70+380923.7,373011182,313.398761,38.156592,108.05,B
LAMOST J220411.73+293503.4,610165,331.048899,29.584286,70.58,F
LAMOST J061811.99+242426.3,485112164,94.549977,24.407323,222.16,A
LAMOST J155831.45+271007.8,51007065,239.63106,27.16884,273.27,K
LAMOST J221426.88+074456.2,473612096,333.61202,7.748965,78.16,M
LAMOST J061725.84+234928.3,399913164,94.357706,23.824545,145.67,B
LAMOST J192355.09+402358.5,52415041,290.979583,40.399611,96.61,K
LAMOST J060809.70+192853.9,437314063,92.040446,19.481644,97.69,A
LAMOST J052031.61+323614.0,89404108,80.131748,32.603893,312.14,Ap
LAMOST J063608.79+012604.2,385404128,99.036651,1.434524,203.14,B
LAMOST J110002.57+471735.1,18307221,165.010726,47.293097,57.99,G
LAMOST J063932.26+290116.9,2603055,99.884422,29.021374,56.04,F
LAMOST J043016.97+430139.0,413813200,67.57074,43.027522,84.6,Ap
LAMOST J072402.56+095748.7,446305060,111.0107,9.963541,58.57,M
LAMOST J003518.50+391705.5,1602174,8.827117,39.284862,60.06,F
LAMOST J052354.42-000346.7,268302213,80.976769,-0.062974,206.3,B
LAMOST J030256.50-055348.7,55409075,45.735455,-5.896885,222.07,K
LAMOST J030821.40+491256.1,263615168,47.089197,49.215591,193.13,B
LAMOST J081507.84+141540.0,18206114,123.782675,14.26113,54.5,G
LAMOST J060045.94+292301.1,212009205,90.191429,29.383656,119.57,A
LAMOST J013508.09+152403.8,363608043,23.783742,15.401083,87.73,B
LAMOST J230953.39+564524.9,392514112,347.473047,56.756568,193.33,A
LAMOST J065937.04+125317.4,392009120,104.90437,12.888175,103.01,A
LAMOST J071324.56+053933.8,769302045,108.35237,5.6594,385.97,Ap
LAMOST J063944.65+302021.3,2616161,99.936052,30.339262,51.47,F
LAMOST J062037.22+082436.2,647607215,95.155119,8.410077,142.77,Ap
LAMOST J060327.27+240215.2,486814122,90.863658,24.037581,181.98,M
LAMOST J220158.07+300243.4,610065,330.491964,30.045401,54.12,F
LAMOST J060822.54+212142.6,486802025,92.093922,21.36185,282.42,A
LAMOST J095327.41+285052.8,14006101,148.364209,28.848026,63.22,G
LAMOST J154944.79-002255.9,51415120,237.43666,-0.382205,156.37,K
LAMOST J061556.93+084612.0,473810024,93.987226,8.770026,59.93,M
LAMOST J054404.09+420311.1,243507220,86.017076,42.053095,50.67,A
LAMOST J065108.33+132446.8,436509088,102.784723,13.413014,98.05,A
LAMOST J064111.53+014556.9,385408043,100.298047,1.765806,61.09,B
LAMOST J191411.45+384418.1,52410060,288.547733,38.738367,103.26,K
LAMOST J040148.01+452919.6,3014069,60.450065,45.488789,60.27,F
LAMOST J102442.27+265737.0,11406066,156.176137,26.960279,83.7,G
LAMOST J000111.88+190120.1,54915158,0.299507,19.022274,64.24,K
LAMOST J170823.99+103726.1,450901130,257.099986,10.623919,78.56,M
LAMOST J122909.56+273844.4,450609209,187.289851,27.645693,69.78,M
LAMOST J044652.76+533708.0,409701076,71.719854,53.618914,64.4,A
LAMOST J062834.85+175716.8,218401201,97.145222,17.954694,133.8,A
LAMOST J061414.41+253653.7,486811029,93.560079,25.614919,124.22,M
LAMOST J004744.40+351733.0,16304025,11.935014,35.292509,66.66,G
LAMOST J052155.97+275152.1,15505047,80.48321,27.864488,59.19,G
LAMOST J220623.09+285952.0,602236,331.59624,28.997799,72.72,F
LAMOST J095706.88+315321.7,18609012,149.278667,31.88937,73.17,G
LAMOST J055157.91+324532.0,806315078,87.991326,32.758899,252.53,Ap
LAMOST J062000.06+235008.1,399913191,94.99949,23.83561,487.24,B
LAMOST J095724.22+063327.5,447404038,149.350938,6.557654,66.59,M
LAMOST J044850.78+462143.5,217908184,72.211623,46.362091,213.75,A
LAMOST J044324.53+415301.6,295309112,70.852226,41.883804,73.84,B
LAMOST J070030.17+085637.1,396303195,105.125733,8.943656,224.91,A
LAMOST J192947.47+390836.7,52408036,292.447792,39.143528,177.42,K
LAMOST J053957.80+302726.9,408815152,84.990855,30.457481,65.83,Ap
LAMOST J103617.93+284447.1,446506004,159.074717,28.746432,96.76,M
LAMOST J031506.67+502339.4,16101103,48.7778,50.394283,56.22,G
LAMOST J062837.19+161409.0,435505063,97.154972,16.235842,151.91,A
LAMOST J095155.32+324942.0,18615042,147.980502,32.828358,53.97,G
LAMOST J013324.55+542816.8,251006100,23.352332,54.471348,198.23,A
LAMOST J101856.28+322321.2,14116161,154.734523,32.389236,91.97,G
LAMOST J005630.66+342600.4,16308070,14.127765,34.433463,51.04,G
LAMOST J065226.21+024001.8,368903004,103.109241,2.667194,322.7,Ap
LAMOST J035857.20+510122.9,15013133,59.738352,51.023036,84.91,G
LAMOST J045952.42+381043.6,123105014,74.968447,38.17878,87.81,Ap
LAMOST J113157.65+583900.8,49614209,172.99024,58.65023,226.89,K
LAMOST J012859.90+062259.4,476413029,22.249624,6.383181,57.28,M
LAMOST J035437.90+284922.8,1414064,58.657918,28.823017,84.72,F
LAMOST J220152.08-011319.1,102084,330.467014,-1.221977,54.8,F
LAMOST J041638.54-015909.4,55803216,64.160595,-1.985946,161.33,K
LAMOST J072446.10+073720.3,369609180,111.192124,7.622331,52.15,M
LAMOST J220131.60+161338.8,378811142,330.381677,16.227472,65.55,M
LAMOST J095101.80+333237.7,18611015,147.756381,33.543476,107.06,G
LAMOST J062632.08+175637.1,267709119,96.633684,17.943645,56.43,Ap
LAMOST J063815.67+002959.2,840316010,99.565332,0.499787,83.9,Ap
LAMOST J064121.31+002528.7,385407113,100.338792,0.424662,169.68,A
LAMOST J202222.77+383256.1,248103151,305.594912,38.548923,150.53,A
LAMOST J061143.92+481311.3,379104089,92.933016,48.219823,83.32,M
LAMOST J022002.44+581735.8,15308234,35.0102,58.2933,53.67,G
LAMOST J075204.45+255833.3,2701046,118.01855,25.975936,69,F
LAMOST J135926.72+113820.3,50816149,209.86136,11.638977,54.7,K
LAMOST J163424.54+392623.0,51814155,248.602273,39.439736,77.76,K
LAMOST J180500.91+070647.0,347803128,271.253811,7.113073,252.16,B
LAMOST J065046.47+053001.0,368916236,102.693628,5.500281,71.8,Ap
LAMOST J010114.44+550839.9,469307238,15.310167,55.144426,192.69,A
LAMOST J004427.72+354947.6,14615060,11.115523,35.829895,56.77,G
LAMOST J075819.20+183645.7,18802173,119.580039,18.612716,55.01,G
LAMOST J194638.58+455835.8,364214049,296.660774,45.976615,568.93,B
LAMOST J004746.85+353252.1,14603148,11.945222,35.547815,71,G
LAMOST J094304.00+301603.4,14004027,145.766704,30.267626,52.67,G
LAMOST J061825.07+202140.0,431610130,94.604481,20.361117,93.78,A
LAMOST J193046.39+382936.3,52406248,292.693292,38.493444,262.38,K
LAMOST J101230.76+270722.8,11404165,153.128186,27.123005,50.5,G
LAMOST J211342.32+023309.5,370313055,318.426367,2.552639,133.84,B
LAMOST J061943.71+233655.6,399913004,94.93132,23.61546,64.01,B
LAMOST J082149.45+140007.7,439605171,125.456049,14.002151,200.8,A
LAMOST J221406.01+315208.2,609083,333.525048,31.868954,60.06,F
LAMOST J035837.41+265635.4,1402061,59.655911,26.943176,74.59,F
LAMOST J060637.10+235416.0,486815068,91.654614,23.90445,242.07,A
LAMOST J030400.82+514346.4,16103243,46.003434,51.729577,79.65,G
LAMOST J055417.44+374759.2,83103016,88.572707,37.79978,66.24,Ap
LAMOST J093650.36+275822.5,14002222,144.209846,27.972919,50.68,G
LAMOST J032543.19+511112.6,253606182,51.429967,51.186858,141.5,A
LAMOST J170601.08+164311.4,51215238,256.504525,16.719853,57.09,K
LAMOST J094844.74+313636.6,18603172,147.186436,31.610188,69.5,G
LAMOST J170411.96+164544.1,51503205,256.049845,16.762252,54.63,K
LAMOST J025847.76+525825.9,5006201,44.699038,52.973882,61.37,F
LAMOST J031803.23+082829.6,414904195,49.513498,8.474909,53.7,M
LAMOST J025519.99+002811.9,18111124,43.83333,0.46998,171.87,G
LAMOST J143226.87+314644.0,49716181,218.11199,31.778908,89.07,K
LAMOST J052211.12+413228.0,252809211,80.54636,41.541118,56.1,Ap
LAMOST J004550.53+360216.8,14615081,11.460558,36.038014,61.9,G
LAMOST J030020.21-021545.0,201141,45.084218,-2.262519,51.98,F
LAMOST J053635.63+463222.7,253707033,84.148491,46.539666,70.63,A
LAMOST J060653.96+302546.2,163514182,91.724855,30.4295,57.36,Ap
LAMOST J061811.98+242426.4,399912120,94.549934,24.407346,73.35,A
LAMOST J180604.19+043406.0,347801050,271.516548,4.568337,821.86,B
LAMOST J042343.63+440657.0,420303240,65.931833,44.115838,53.81,M
LAMOST J230847.25+283441.0,4709181,347.196911,28.578066,55.81,F
LAMOST J063047.32+033706.5,385416207,97.697538,3.618718,396.21,B
LAMOST J061917.90+182559.1,437308141,94.82459,18.433089,62.79,A
LAMOST J225720.45+270305.2,4710168,344.335234,27.051455,57.89,F
LAMOST J072410.87-020711.6,436215052,111.045295,-2.119914,145.31,A
LAMOST J035831.43+505135.0,38403115,59.63098,50.859749,131.24,Ap
LAMOST J145429.46+160603.8,442516184,223.62184,16.10106,184.87,M
LAMOST J234734.80+305727.3,490311175,356.895004,30.957592,461.72,Ap
LAMOST J183731.72+404248.7,459708075,279.382175,40.71354,175.91,A
LAMOST J095238.84+304700.3,18605173,148.16069,30.78344,91,G
LAMOST J062627.32+265235.0,905210,96.613871,26.876405,52.85,F
LAMOST J133218.60+321822.5,48711098,203.07751,32.306259,52.8,K
LAMOST J054937.05+115910.3,34414162,87.404376,11.986213,100.47,Ap
LAMOST J105617.70+272824.7,15403068,164.073791,27.47353,51.06,G
LAMOST J063716.62+000439.7,385401152,99.319271,0.077712,74.85,B
LAMOST J192855.82+400914.7,52910248,292.2326,40.154094,92.06,K
LAMOST J060819.27+230525.3,486303197,92.0803,23.090381,182.5,M
LAMOST J065044.79+185352.1,410002100,102.68663,18.897825,267.93,A
LAMOST J035235.61+275417.4,1410054,58.148391,27.904842,65.25,F
LAMOST J064314.86+025720.5,385412170,100.81192,2.955701,285.07,Ap
