obsid,designation,snrg,class,subclass,gaia_source_id,ra,dec,teff,teff_err,feh_err,feh,logg_err,logg,spectral_type,quality,Teff,Feh,Logg
643716102,J055240.25+185745.6,77.77,STAR,F0,3398630230035492352,88.1677089,18.9626894,7469.54,37.15,0.031,-0.049,0.052,4.038,F0 V  (Sr)Eu,vgood,7469.54¡À37.15,-0.049¡À0.031,4.038¡À0.052
656301140,J071442.47+122207.0,169.92,STAR,F0,3160296039444396800,108.6769725,12.3686206,7481.37,89.37,0.062,0.008,0.116,3.895,kA2hA7mF0  SiEu,,7481.37¡À89.37,0.008¡À0.062,3.895¡À0.116
796105158,J082539.06+014831.5,131.68,STAR,F0,3078152556523744768,126.4127667,1.80875,7490.29,131.41,0.1,-0.012,0.177,3.759,kA3hA6mA8  SiEu,,7490.29¡À131.41,-0.012¡À0.1,3.759¡À0.177
165701090,J061307.55+205517.2,94.27,STAR,F0,3375125695088091392,93.281481,20.921463,7491.55,71.4,0.058,0.173,0.099,3.809,kA6hA8mF0  SiEu,,7491.55¡À71.4,0.173¡À0.058,3.809¡À0.099
19512062,J081925.98+134249.8,83.86,STAR,F0,651969923797227008,124.8582625,13.7138389,7502.22,219.32,0.182,0.485,0.307,3.675,kA3hA5mA8  SiEu,,7502.22¡À219.32,0.485¡À0.182,3.675¡À0.307
166104248,J042739.43+340542.9,76.1,STAR,F0,173137523342363008,66.914317,34.095259,7503.05,82.58,0.069,0.113,0.116,3.837,kA6hA8mF0  SiEu,,7503.05¡À82.58,0.113¡À0.069,3.837¡À0.116
603016126,J043300.13+431037.8,275.88,STAR,A7,-9999,68.24996556,43.176225,7527.42,31.87,0.018,-0.203,0.039,3.995,A9 V  SrSiEu,vgood,7527.42¡À31.87,-0.203¡À0.018,3.995¡À0.039
730911008,J061307.55+205517.3,89.03,STAR,F0,3375125695088091392,93.2814739,20.9214758,7531.44,71.37,0.059,0.192,0.1,3.799,kA6hA8mF0  SiEu,,7531.44¡À71.37,0.192¡À0.059,3.799¡À0.1
711006012,J044910.87+231216.8,119.66,STAR,F0,3413526761459303936,72.295299,23.204685,7551.08,100.93,0.078,0.184,0.137,3.927,kA2hA5mA8  SiEu,,7551.08¡À100.93,0.184¡À0.078,3.927¡À0.137
265109225,J062152.66+353830.6,71.76,STAR,F0,3452758676368812288,95.469433,35.641843,7561.37,68.48,0.058,0.174,0.097,3.509,kA3hF0mF3  SiEu,,7561.37¡À68.48,0.174¡À0.058,3.509¡À0.097
769413208,J072617.40+072209.8,53,STAR,A5,3142628158897256320,111.57254,7.3694031,7571.82,52.82,0.046,-0.294,0.075,4.01,kA2hF0mA6,,7571.82¡À52.82,-0.294¡À0.046,4.01¡À0.075
206310110,J023230.19+510113.5,52.87,STAR,F0,450915972026141824,38.125822,51.020427,7578.52,50.74,0.044,0.511,0.072,4.081,kA6hA8mF1  SiEu,,7578.52¡À50.74,0.511¡À0.044,4.081¡À0.072
378803109,J215713.35+142144.8,85.57,STAR,F0,1768584008264834688,329.305654,14.362449,7622.16,279.21,0.231,0.297,0.39,3.511,kA2hA5mA8  SiEu,,7622.16¡À279.21,0.297¡À0.231,3.511¡À0.39
347805097,J180536.48+051451.9,95.39,STAR,F0,4471403800908494720,271.40201,5.247762,7638.26,101.79,0.083,0.386,0.141,3.82,A9 mA3 metal weak,,7638.26¡À101.79,0.386¡À0.083,3.82¡À0.141
321714081,J061113.87+401950.3,75.06,STAR,F0,959690208703394176,92.807802,40.330657,7659.64,56.84,0.048,0.42,0.08,4.079,A9 V  SrSiEu,good,7659.64¡À56.84,0.42¡À0.048,4.079¡À0.08
373101095,J193723.39+382013.3,100.68,STAR,F0,2052117060288323968,294.34747,38.33704,7668.23,55.27,0.045,0.116,0.076,4.044,kA4hA7mF0  SiEu,,7668.23¡À55.27,0.116¡À0.045,4.044¡À0.076
768411035,J052511.72+054134.9,96.79,STAR,F0,3237654379038998528,81.29885,5.6930363,7722.66,152.39,0.124,0.413,0.211,3.641,A9 mA3 metal weak,,7722.66¡À152.39,0.413¡À0.124,3.641¡À0.211
613815054,J063236.60+280546.0,280.44,STAR,F0,-9999,98.15135,28.09593,7783.25,33.72,0.019,0.232,0.042,4.059,A9 V  Si,vgood,7783.25¡À33.72,0.232¡À0.019,4.059¡À0.042
202203154,J050428.78+215047.0,54.94,STAR,A7,3409207226951117312,76.11992,21.846399,7845.17,52.58,0.045,-0.027,0.075,3.92,kA6hA8mF0  SiEu,,7845.17¡À52.58,-0.027¡À0.045,3.92¡À0.075
1069511175,J024357.60+574109.1,100.71,STAR,F0,463878080243463808,40.990005,57.685874,8036.17,97.48,0.079,0.798,0.135,4.077,kA7hA7mF0  SiEu,,8036.17¡À97.48,0.798¡À0.079,4.077¡À0.135
88610129,J071801.00-003515.8,52.47,STAR,A7,3110243521373064064,109.50417,-0.58773,8613.78,86.47,0.075,0.908,0.123,4.06,A9 V  SrSiEu,good,8613.78¡À86.47,0.908¡À0.075,4.06¡À0.123
98809169,J055911.84+171034.9,65.17,STAR,A7,3350134001948358528,89.799346,17.176374,8628.38,40.77,0.035,0.499,0.058,4.034,A9 V  SrSiEu,good,8628.38¡À40.77,0.499¡À0.035,4.034¡À0.058
840707101,J030522.11+533409.7,57.22,STAR,A5,447073183185234688,46.3421481,53.5693803,8720.64,88.85,0.076,0.852,0.127,3.977,A1 IV  SrSi,good,8720.64¡À88.85,0.852¡À0.076,3.977¡À0.127
89402087,J051210.18+311247.2,53.27,STAR,A5,180456972249376896,78.042458,31.213124,8744.52,44.17,0.038,0.727,0.063,4.313,kA2hA4mA7  SiEu,,8744.52¡À44.17,0.727¡À0.038,4.313¡À0.063
601011037,J062530.23+460853.8,56.06,STAR,A5,965443643812200320,96.375984,46.148297,8746.27,58.2,0.05,0.432,0.083,4.119,kA4hA6mA8  SiEu,,8746.27¡À58.2,0.432¡À0.05,4.119¡À0.083
554205083,J164755.42-054354.7,132.37,STAR,A7,4353303088002537344,251.9809363,-5.7318789,8751.96,80.68,0.061,0.878,0.109,4.284,kA4hA6mA8  SiEu,,8751.96¡À80.68,0.878¡À0.061,4.284¡À0.109
218213159,J063536.05+210720.5,83.48,STAR,A6,3372904819039906944,98.900245,21.122363,8761.31,54.85,0.045,0.302,0.077,3.809,A5 IV-V  Si,vgood,8761.31¡À54.85,0.302¡À0.045,3.809¡À0.077
275407069,J074858.51-024444.2,77.64,STAR,A7,3081748023971378048,117.243816,-2.745631,8766.76,42.53,0.036,0.308,0.06,3.964,A7 Vn,vgood,8766.76¡À42.53,0.308¡À0.036,3.964¡À0.06
99107218,J060242.58+143138.1,69.18,STAR,A7,3345436029279550336,90.677442,14.52726,8775.56,40.67,0.034,0.545,0.057,4.424,kA4hA6mA8  Si,,8775.56¡À40.67,0.545¡À0.034,4.424¡À0.057
603008212,J043909.68+395018.5,245.17,STAR,A6,-9999,69.78875667,39.83880833,8776.24,20.33,0.012,0.03,0.025,3.754,A1 V  SrSi,vgood,8776.24¡À20.33,0.03¡À0.012,3.754¡À0.025
102006225,J055934.04+310925.0,53.72,STAR,A7,3449893933184375936,89.891859,31.156955,8779.58,48.35,0.042,0.453,0.069,4.129,F0 V  SrSi,good,8779.58¡À48.35,0.453¡À0.042,4.129¡À0.069
99101051,J055542.01+144329.5,63.32,STAR,A5,3346982904703770368,88.925049,14.724881,8783.54,39.88,0.034,0.405,0.057,3.979,A6 V  SrSi,vgood,8783.54¡À39.88,0.405¡À0.034,3.979¡À0.057
284212035,J053744.37+400540.7,53.31,STAR,A5,190976206151199104,84.434908,40.094655,8783.78,80.21,0.069,0.838,0.114,4.038,A5 IV  SrSiEu,good,8783.78¡À80.21,0.838¡À0.069,4.038¡À0.114
217901131,J044717.23+454443.3,105.5,STAR,A5,254546291977757056,71.821797,45.74537,8785.66,48.74,0.039,0.286,0.067,3.68,A3 IV  SrSi,vgood,8785.66¡À48.74,0.286¡À0.039,3.68¡À0.067
606512150,J030638.53+484804.1,116.76,STAR,A5,436179084538907520,46.66058,48.801142,8786.65,65.94,0.052,0.314,0.09,3.927,A7 V  SrSi,vgood,8786.65¡À65.94,0.314¡À0.052,3.927¡À0.09
202204031,J050639.32+221737.7,71.62,STAR,A6,3415249833619819520,76.663852,22.293822,8792.7,70.53,0.059,0.848,0.1,3.708,kA5hA6mF0  SiEu,,8792.7¡À70.53,0.848¡À0.059,3.708¡À0.1
201711178,J062447.56+253710.5,53.03,STAR,A5,3431904960881132032,96.198169,25.619591,8805.82,53.16,0.046,0.398,0.076,3.914,A7 V  SrSiEu,vgood,8805.82¡À53.16,0.398¡À0.046,3.914¡À0.076
183508003,J045713.62+104843.9,56.31,STAR,A2,-9999,74.306754,10.812207,8812.21,100.93,0.087,0.874,0.144,3.653,A0 IV  SrSiEu,good,8812.21¡À100.93,0.874¡À0.087,3.653¡À0.144
600415019,J073127.88+021937.3,74.86,STAR,A6,3135428419321763456,112.8661889,2.3270463,8828.9,80.75,0.068,0.75,0.114,3.824,A7 V  SrSiEu,good,8828.9¡À80.75,0.75¡À0.068,3.824¡À0.114
217807163,J045049.19+453510.5,138.65,STAR,A5,254493682919541632,72.704965,45.586265,8829.31,49.51,0.037,0.092,0.066,3.636,A4 IV-Vn,vgood,8829.31¡À49.51,0.092¡À0.037,3.636¡À0.066
267711090,J062349.67+184422.5,119.36,STAR,A5,3370845850376985600,95.956978,18.739602,8838.07,36.64,0.029,0.47,0.05,3.912,A2 IV  SrSiEu,vgood,8838.07¡À36.64,0.47¡À0.029,3.912¡À0.05
266203213,J050349.92+190602.6,52.93,STAR,A1,3407509271759846656,75.958008,19.100726,8843.53,63.01,0.054,0.128,0.09,3.796,A1 IV-V  SrSi,good,8843.53¡À63.01,0.128¡À0.054,3.796¡À0.09
373009018,J205817.54+361430.5,112.71,STAR,A6,1871321309627456896,314.5731147,36.2418308,8846.51,61.65,0.049,0.785,0.084,3.992,kA4hA7mA8  SiEu,,8846.51¡À61.65,0.785¡À0.049,3.992¡À0.084
327009066,J072833.25+561753.5,117.87,STAR,A7,988808025383935104,112.1385711,56.2982061,8850.93,33.41,0.026,0.471,0.046,4.429,A6 III-IV  SrSiEu,vgood,8850.93¡À33.41,0.471¡À0.026,4.429¡À0.046
939702155,J072431.53-050714.9,65.73,STAR,A1,3058621072491783040,111.1314069,-5.12082,8860.35,46.06,0.039,0.373,0.065,3.692,A1 IV-V  SrSi,good,8860.35¡À46.06,0.373¡À0.039,3.692¡À0.065
471208246,J212836.69+371529.4,184.91,STAR,A5,1952124930242073600,322.152902,37.258189,8865.89,48.45,0.032,0.279,0.062,3.69,A5 IV-V  Si,vgood,8865.89¡À48.45,0.279¡À0.032,3.69¡À0.062
399908113,J061441.05+215851.7,82.73,STAR,A5,3376910000600490624,93.6710667,21.981045,8878.25,38.09,0.032,0.125,0.053,3.643,A1 IV-V  SrSi,vgood,8878.25¡À38.09,0.125¡À0.032,3.643¡À0.053
212409109,J040802.36+352707.8,100.82,STAR,A7,171118613838240512,62.009846,35.45218,8879.43,61.43,0.049,0.739,0.085,4.292,A8 V  SrSiEu,vgood,8879.43¡À61.43,0.739¡À0.049,4.292¡À0.085
129203040,J072234.69+100212.9,55.16,STAR,A5,3155831953517440128,110.64455,10.036929,8883.49,72.57,0.063,0.897,0.103,4.315,A1 III-IV  SrSiEu,good,8883.49¡À72.57,0.897¡À0.063,4.315¡À0.103
162204213,J195111.98+420626.4,72.01,STAR,A5,2078430228973077376,297.799917,42.107361,8888.97,47.02,0.04,0.078,0.066,3.737,A1 IV-V  SrSi,vgood,8888.97¡À47.02,0.078¡À0.04,3.737¡À0.066
469305068,J004935.62+563512.8,289.58,STAR,A5,423851046629119872,12.398426,56.586916,8890.96,52.15,0.029,0.772,0.064,4.198,A6 V  SrSiEu,good,8890.96¡À52.15,0.772¡À0.029,4.198¡À0.064
1067904180,J005024.78+080147.9,410.03,STAR,A1,-9999,12.60200389,8.02998333,8897.64,32.21,0.018,0.29,0.04,3.669,A1 IV-V  Sr,fair,8897.64¡À32.21,0.29¡À0.018,3.669¡À0.04
263901101,J075341.13+012524.8,64.4,STAR,A5,3087463049192393088,118.421402,1.423568,8909.05,32.08,0.027,0.559,0.045,4.29,kA3hA6mA8  Eu,,8909.05¡À32.08,0.559¡À0.027,4.29¡À0.045
1073807218,J014720.19+562847.1,60.23,STAR,A6,505608330395353088,26.834153,56.479759,8924.43,47.78,0.041,0.359,0.068,3.8,A2 IV-V  SrSi,vgood,8924.43¡À47.78,0.359¡À0.041,3.8¡À0.068
267705156,J062504.75+160136.2,54.63,STAR,A5,3368959466380124416,96.269797,16.026734,8925.55,62.42,0.054,0.854,0.089,3.786,kA2hA4mA7  SrSiEu,,8925.55¡À62.42,0.854¡À0.054,3.786¡À0.089
1109215097,J104851.80+144222.9,88.67,STAR,A5,3885182821316785408,162.2158542,14.7063639,9015.62,79.36,0.065,0.922,0.111,3.746,A1 IV-V  SrSi,good,9015.62¡À79.36,0.922¡À0.065,3.746¡À0.111
42602004,J053210.86+382849.7,100.45,STAR,A5,190412495985592320,83.045268,38.480486,9017.87,99.13,0.08,0.994,0.137,4.168,A2 IV  SrSiEu,good,9017.87¡À99.13,0.994¡À0.08,4.168¡À0.137
218313247,J063448.89+205336.7,98.2,STAR,A5,3372875578902561792,98.703736,20.893529,9029.16,71.87,0.058,0.781,0.1,4.273,kA2hA5mA8  SiEu,,9029.16¡À71.87,0.781¡À0.058,4.273¡À0.1
603011037,J044023.09+432043.2,120.7,STAR,A5,204715974034230272,70.0962244,43.3453347,9051.91,44.75,0.035,0.349,0.061,3.802,A6 V  SrSiEu,vgood,9051.91¡À44.75,0.349¡À0.035,3.802¡À0.061
385404137,J063547.40+012719.9,105.91,STAR,A2,3120697433110091008,98.9475331,1.4555439,9108.46,31.92,0.025,0.061,0.044,3.529,A0 IV-V  (Sr)Si,vgood,9108.46¡À31.92,0.061¡À0.025,3.529¡À0.044
631613157,J021715.97+451509.4,91.8,STAR,A5,352272362921591296,34.316552,45.252632,9129.7,87.68,0.072,0.983,0.122,4.441,kA2hA9mF0  SiEu,,9129.7¡À87.68,0.983¡À0.072,4.441¡À0.122
760412151,J061757.25+243046.8,95.69,STAR,A1,3425768036729790464,94.4885442,24.5130178,9130.22,41.54,0.034,0.012,0.058,3.568,A3 mA0 V Lam Boo,,9130.22¡À41.54,0.012¡À0.034,3.568¡À0.058
436212233,J073051.18-004609.9,94.99,STAR,A1,3062347764072983808,112.713262,-0.769433,9134.23,80.11,0.065,0.905,0.111,4.123,A0 IV-V  SrSiEu,good,9134.23¡À80.11,0.905¡À0.065,4.123¡À0.111
1069116102,J075856.08+000845.6,54.64,STAR,A5,3084083150447584768,119.733685,0.14601,9139.91,52.37,0.045,0.679,0.075,3.899,A2 IV-V  SrSiEu,good,9139.91¡À52.37,0.679¡À0.045,3.899¡À0.075
215607082,J081800.60+081048.9,68.66,STAR,A7,3098081720173775744,124.50254,8.1802501,9148.19,73.43,0.062,0.876,0.104,4.375,kA3hA7mA9  SiEu,,9148.19¡À73.43,0.876¡À0.062,4.375¡À0.104
580504203,J192507.26+393724.1,50.06,STAR,A5,2052999216515180928,291.280267,39.623381,9188.85,62.61,0.054,0.726,0.09,4.037,A7 V  SrSi,good,9188.85¡À62.61,0.726¡À0.054,4.037¡À0.09
370913080,J230946.20+314921.4,138.75,STAR,A5,1910668982481019904,347.442528,31.82263,9189.04,91.27,0.068,0.884,0.122,4.153,A1 IV  SrSiEu,good,9189.04¡À91.27,0.884¡À0.068,4.153¡À0.122
575303139,J194502.63+135357.2,60.51,STAR,A7,4317355315582386048,296.260983,13.899225,9196.35,74.17,0.063,0.675,0.105,3.928,F0 V  SrSiEu,good,9196.35¡À74.17,0.675¡À0.063,3.928¡À0.105
601608045,J064043.83+270825.4,157.18,STAR,A7,3385798796195678976,100.1826408,27.14041,9215.89,71.51,0.051,0.691,0.094,3.882,A8 V  SrSi,good,9215.89¡À71.51,0.691¡À0.051,3.882¡À0.094
948712176,J055022.58+310333.7,123.03,STAR,A1,3444855038897125760,87.5940906,31.0593711,9252.38,47.1,0.036,0.309,0.064,3.572,A0 IV-V  Si,vgood,9252.38¡À47.1,0.309¡À0.036,3.572¡À0.064
267804170,J062322.66+165457.7,113.17,STAR,A1,3369625972286502784,95.844423,16.916037,9254.65,51.22,0.04,0.443,0.07,3.7,B9.5 V  Si,good,9254.65¡À51.22,0.443¡À0.04,3.7¡À0.07
525508145,J052222.86+463358.8,65.07,STAR,A2,211856997116075392,80.595258,46.566345,9254.93,44.82,0.038,-0.042,0.064,3.532,A0 V  Si,vgood,9254.93¡À44.82,-0.042¡À0.038,3.532¡À0.064
614307094,J062848.35+240100.1,114.17,STAR,A7,3383389010306384896,97.2014736,24.0167197,9266.11,55.23,0.043,0.644,0.076,4.386,A8 V  SrSiEu,vgood,9266.11¡À55.23,0.644¡À0.043,4.386¡À0.076
379211135,J072930.65+105323.5,258.06,STAR,A5,3161859751138451584,112.3777397,10.8898669,9266.83,30.8,0.017,0.511,0.038,4.087,A1 IV  SrSi,vgood,9266.83¡À30.8,0.511¡À0.017,4.087¡À0.038
855502054,J061951.25+205633.4,51.41,STAR,A1,3375841721974493440,94.9635808,20.9426333,9267.6,45.86,0.04,0.306,0.066,3.568,A1 IV-V  SrSi,vgood,9267.6¡À45.86,0.306¡À0.04,3.568¡À0.066
1070805143,J012334.69+305654.7,583.39,STAR,A2,-9999,20.892899,30.948531,9273.85,29.97,0.016,0.071,0.037,3.51,B9.5 V  Si,vgood,9273.85¡À29.97,0.071¡À0.016,3.51¡À0.037
255316238,J212648.99+443244.5,75.76,STAR,A5,1971177718709519360,321.7041422,44.5457114,9283.08,84.7,0.071,0.884,0.119,3.663,A0 IV  SrSiEu,good,9283.08¡À84.7,0.884¡À0.071,3.663¡À0.119
803203166,J055127.82+202016.5,58.78,STAR,A5,3399803344518529280,87.865945,20.337934,9294.75,73.41,0.063,0.877,0.104,3.75,A2 IV  SrSiEu,good,9294.75¡À73.41,0.877¡À0.063,3.75¡À0.104
992716121,J053348.07+415436.5,99.46,STAR,A2,194455988654697600,83.45032,41.910163,9299.04,60,0.048,0.408,0.083,3.606,A0 V  Si,vgood,9299.04¡À60,0.408¡À0.048,3.606¡À0.083
201711099,J062438.23+252100.1,68.3,STAR,A5,3431793944566048512,96.159317,25.350043,9305.77,66,0.056,0.67,0.093,3.76,A5 V  SrSi,good,9305.77¡À66,0.67¡À0.056,3.76¡À0.093
275010154,J225212.89+561124.2,52.79,STAR,A5,2003784560663576832,343.053738,56.190064,9313.05,58.36,0.05,0.82,0.083,4.132,A1 IV-V  SrSiEu,good,9313.05¡À58.36,0.82¡À0.05,4.132¡À0.083
806303084,J054828.45+312918.2,128.48,STAR,A1,3445114454919188352,87.1185556,31.4884092,9315.7,48.51,0.037,0.266,0.066,3.541,kB9.5hA7mA5  Eu,,9315.7¡À48.51,0.266¡À0.037,3.541¡À0.066
367702019,J194456.13+393336.3,50.45,STAR,A5,2073299465348525440,296.23389,39.560089,9316.96,55.6,0.048,0.633,0.08,3.74,A4 V  SrSiEu,vgood,9316.96¡À55.6,0.633¡À0.048,3.74¡À0.08
369614200,J071122.01+073107.6,102.73,STAR,A5,3153482464670471680,107.8417297,7.5188014,9320.62,84.68,0.068,0.916,0.117,3.878,A1 III-IV  SrSiEu,good,9320.62¡À84.68,0.916¡À0.068,3.878¡À0.117
618907038,J061821.13+104020.9,65.97,STAR,A1,3330770403891662592,94.588073,10.672492,9331.64,49.12,0.042,0.33,0.07,3.519,A0 IV-V  (Sr)Si,vgood,9331.64¡À49.12,0.33¡À0.042,3.519¡À0.07
960103045,J042926.31+445759.6,293.32,STAR,A3,253656271676829440,67.3596603,44.9665619,9333.22,85.2,0.047,0.773,0.105,3.686,A0 IV  SrSi,good,9333.22¡À85.2,0.773¡À0.047,3.686¡À0.105
814804187,J070458.76+044221.5,70.28,STAR,A5,3128487339853368448,106.2448736,4.7059825,9342.53,42.72,0.036,0.669,0.06,4.24,A9 V  Sr,poor,9342.53¡À42.72,0.669¡À0.036,4.24¡À0.06
385315091,J061451.00+360847.5,53.96,STAR,A5,3452975383238262400,93.712506,36.146534,9353.31,62.75,0.054,0.727,0.09,4.061,A1 IV  SrSiEu,good,9353.31¡À62.75,0.727¡À0.054,4.061¡À0.09
361813093,J204152.00+494057.4,81.93,STAR,A5,2168286515385133056,310.4666922,49.6826372,9361.18,61.84,0.051,0.796,0.087,4.3,A0 IV-V  SrSiEu,good,9361.18¡À61.84,0.796¡À0.051,4.3¡À0.087
1047115033,J214133.27+484922.8,65.89,STAR,A2,1978814342365403008,325.38865,48.823001,9361.37,65.33,0.056,0.622,0.093,3.565,A0 IV  (Sr)Si,good,9361.37¡À65.33,0.622¡À0.056,3.565¡À0.093
869305009,J070048.61-011012.7,86.91,STAR,A2,3112178215161279104,105.202569,-1.170213,9368.18,59.14,0.049,-0.034,0.083,3.504,A0 V  Si,vgood,9368.18¡À59.14,-0.034¡À0.049,3.504¡À0.083
428006106,J063208.48+212819.8,88.63,STAR,A5,3373153656563705216,98.0353683,21.4721694,9374.99,78.13,0.064,0.979,0.109,4.081,kA2hA5mA7  SiEu,,9374.99¡À78.13,0.979¡À0.064,4.081¡À0.109
1048711234,J043642.16+181710.1,96.2,STAR,A5,3409604597326480512,69.1757013,18.2861566,9377.98,63.67,0.052,0.917,0.088,4.136,kA2hA7mA7  SiEu,,9377.98¡À63.67,0.917¡À0.052,4.136¡À0.088
975710082,J061827.33+183644.9,73.19,STAR,A5,3373795221598151936,94.6138985,18.6124782,9380.62,61.54,0.052,0.514,0.087,3.663,A1 IV  SrSiEu,vgood,9380.62¡À61.54,0.514¡À0.052,3.663¡À0.087
269001048,J071740.58-015230.6,173.68,STAR,A2,3109810279435639424,109.418988,-1.875821,9387.02,21.3,0.015,-0.057,0.028,3.512,A0 IV  Si,vgood,9387.02¡À21.3,-0.057¡À0.015,3.512¡À0.028
336012241,J071309.21-020821.5,52.67,STAR,A5,3108477254722302208,108.288406,-2.139323,9396.69,84.11,0.073,0.735,0.12,3.631,A0 IV-V  SrSi,good,9396.69¡À84.11,0.735¡À0.073,3.631¡À0.12
248306045,J012244.66+511900.1,55.04,STAR,A5,409828669900583424,20.686094,51.316716,9399.54,67.18,0.058,0.871,0.096,4.254,A0 III-IV  SrSiEu,good,9399.54¡À67.18,0.871¡À0.058,4.254¡À0.096
948707144,J054728.10+265909.9,89.51,STAR,A5,3441489163221844736,86.8671006,26.9860853,9400.6,56.22,0.046,0.549,0.078,3.747,A2 IV-V  SrSi,vgood,9400.6¡À56.22,0.549¡À0.046,3.747¡À0.078
686605096,J065001.92+222234.9,74.53,STAR,A1,3378709213938685312,102.5080175,22.3763867,9421.11,44.44,0.037,0.544,0.063,3.754,kB8hA1mA5  SiEu,,9421.11¡À44.44,0.544¡À0.037,3.754¡À0.063
960605145,J071040.94+083053.3,129.48,STAR,A1,3154457529624382720,107.67059,8.5148188,9423.19,62.6,0.048,0.667,0.085,3.546,B9 V  Si,good,9423.19¡À62.6,0.667¡À0.048,3.546¡À0.085
836508075,J003429.83+510405.6,266.43,STAR,A5,-9999,8.625965,51.068848,9437.9,27.55,0.015,0.768,0.034,3.909,A1 IV  SrSiEu,good,9437.9¡À27.55,0.768¡À0.015,3.909¡À0.034
618903110,J061140.31+124704.0,116.67,STAR,A5,3344031300097224192,92.917974,12.784457,9445.34,80.71,0.063,0.653,0.11,3.901,A3 IV-V  SrSiEu,good,9445.34¡À80.71,0.653¡À0.063,3.901¡À0.11
1204614243,J052301.62+274102.3,87.64,STAR,A1,3421315079060430592,80.7567549,27.6839929,9448.56,59.82,0.049,0.529,0.084,3.519,kB9hA7mA5,,9448.56¡À59.82,0.529¡À0.049,3.519¡À0.084
794607108,J061513.80+212855.3,100.17,STAR,A5,3376672162491169664,93.8075305,21.4820458,9456.08,72.6,0.059,0.504,0.1,3.77,A1 IV-V  SrSiEu,good,9456.08¡À72.6,0.504¡À0.059,3.77¡À0.1
129808084,J072607.20+332559.5,52.74,STAR,A1,-9999,111.53001,33.433195,9458.71,52.02,0.045,0.228,0.074,3.557,kB7hB9mA0  Si,,9458.71¡À52.02,0.228¡À0.045,3.557¡À0.074
384909160,J060124.15-022011.9,277.87,STAR,A2,3025108744049539328,90.3506467,-2.3366578,9458.73,24.89,0.014,0.195,0.031,3.506,B9 V  Si,vgood,9458.73¡À24.89,0.195¡À0.014,3.506¡À0.031
898005134,J062609.76+173121.3,69.33,STAR,A5,3369766679713018240,96.5406707,17.5226053,9467.11,69.19,0.059,0.937,0.098,3.674,A7 mA0 metal weak,,9467.11¡À69.19,0.937¡À0.059,3.674¡À0.098
393214009,J041033.08+264137.0,174.04,STAR,A5,162974767429759616,62.6378436,26.6936206,9486.97,95.77,0.065,0.912,0.124,3.967,A0 III-IV  SrSiEu,good,9486.97¡À95.77,0.912¡À0.065,3.967¡À0.124
306904024,J015950.95+470812.8,66.26,STAR,A6,356061932826553344,29.962304,47.136907,9491.14,65.27,0.055,0.482,0.092,3.686,A2 IV  SrSi,good,9491.14¡À65.27,0.482¡À0.055,3.686¡À0.092
1046907164,J065218.34+101233.2,82.15,STAR,A1,3158621174000151552,103.0764172,10.2092381,9509.17,69.16,0.057,0.63,0.097,3.611,A0 IV-V  Si,good,9509.17¡À69.16,0.63¡À0.057,3.611¡À0.097
864501137,J040937.16+530206.3,338.61,STAR,A2,275115680638568320,62.4048682,53.0350854,9531.99,71.52,0.039,0.807,0.088,3.617,A0 IV-V  Si,good,9531.99¡À71.52,0.807¡À0.039,3.617¡À0.088
1048008030,J054821.84+202936.9,95.29,STAR,A1,3399782281997844352,87.0910161,20.4935997,9541.46,50.87,0.041,0.658,0.071,3.602,B9.5 V  Si,vgood,9541.46¡À50.87,0.658¡À0.041,3.602¡À0.071
836605206,J022726.67+540721.2,214.58,STAR,A1,455584743216752640,36.86113,54.122572,9554.57,41.97,0.026,0.179,0.053,3.503,B9 V  Si,vgood,9554.57¡À41.97,0.179¡À0.026,3.503¡À0.053
206308163,J025154.76+505706.2,197.28,STAR,A1,440357980337158912,42.9781773,50.9517404,9558.04,38,0.024,0.267,0.048,3.524,A0 V  Si,vgood,9558.04¡À38,0.267¡À0.024,3.524¡À0.048
167503122,J051309.07+413930.3,142.84,STAR,A1,201155381724389888,78.287828,41.658417,9561.4,36.77,0.027,-0.083,0.049,3.531,A0 V  Si,vgood,9561.4¡À36.77,-0.083¡À0.027,3.531¡À0.049
319903081,J053102.91+351804.2,60.94,STAR,A2,183086862328618240,82.762128,35.301172,9567,66.82,0.057,0.558,0.095,3.641,A0 IV  SrSi,good,9567¡À66.82,0.558¡À0.057,3.641¡À0.095
415707094,J065155.08+113954.9,51.76,STAR,A5,3351310792924966272,102.97954,11.665257,9569.24,64.06,0.055,0.527,0.092,3.931,A7 V  SrEu,good,9569.24¡À64.06,0.527¡À0.055,3.931¡À0.092
966006205,J043642.16+181710.0,86.07,STAR,A5,3409604597326480512,69.1756854,18.2861282,9581.31,78.11,0.064,0.786,0.109,4.168,kA2hA5mA7  SiEu,,9581.31¡À78.11,0.786¡À0.064,4.168¡À0.109
939411226,J071026.62-024253.9,89.63,STAR,A2,3108336590255067776,107.61093,-2.714983,9592.3,54.01,0.044,0.611,0.075,3.647,A0 IV-V  SrSiEu,vgood,9592.3¡À54.01,0.611¡À0.044,3.647¡À0.075
528214026,J064535.91+070107.7,55.05,STAR,A2,-9999,101.39964,7.0188125,9592.66,85.1,0.073,0.691,0.121,3.595,A0 IV  SrSi,vgood,9592.66¡À85.1,0.691¡À0.073,3.595¡À0.121
