obsid,designation,snrg,class,subclass,gaia_source_id,ra,dec,teff,teff_err,feh_err,feh,logg_err,logg,spectral_type,quality,Teff,Feh,Logg
1143202062,J202332.28+315931.9,132.28,STAR,A1,1862096334039827328,305.8845153,31.9922152,12228.2,30.36,0.023,0.825,0.041,3.954,B8 IV  Si,vgood,12228.2¡À30.36,0.825¡À0.023,3.954¡À0.041
840811090,J025930.90+565453.3,336.49,STAR,A1,459901494584393472,44.878753,56.914818,12246.3,10.41,0.006,0.51,0.013,4.078,B8 III-IV  Si,vgood,12246.3¡À10.41,0.51¡À0.006,4.078¡À0.013
34210165,J033636.60+450412.4,286.64,STAR,A1,244697485293177344,54.152518,45.070126,12254,9.75,0.005,0.499,0.012,4.193,B7 V  Si,vgood,12254¡À9.75,0.499¡À0.005,4.193¡À0.012
1160113010,J064721.18+053019.7,75.26,STAR,A1,3132399058629115392,101.8382804,5.5054928,12255.3,34.75,0.029,0.789,0.049,3.867,A0 II,good,12255.3¡À34.75,0.789¡À0.029,3.867¡À0.049
1157809081,J052618.70+374029.9,95.45,STAR,A1,184535026519396736,81.5779318,37.6749941,12257,31.36,0.025,0.808,0.044,4.051,B6 V  Si,good,12257¡À31.36,0.808¡À0.025,4.051¡À0.044
490506062,J062048.04+230015.0,108.24,STAR,A2,3377430168382244096,95.2001707,23.004186,12258.4,48.33,0.038,0.978,0.066,3.939,B8 III-IV  Si,vgood,12258.4¡À48.33,0.978¡À0.038,3.939¡À0.066
405706035,J050908.46+392322.2,65.01,STAR,A2,188529002506860672,77.285276,39.389501,12261.6,49.11,0.042,0.676,0.07,4.007,A0 II  Si,vgood,12261.6¡À49.11,0.676¡À0.042,4.007¡À0.07
1209006245,J063851.57+081729.3,56.16,STAR,A1,3326093631180785280,99.7149071,8.2914754,12261,42.18,0.036,0.82,0.06,4.111,B9 IV-V  Si,good,12261¡À42.18,0.82¡À0.036,4.111¡À0.06
1159702203,J034131.58+493226.2,318.22,STAR,A2,249604640046947456,55.3815866,49.5406336,12268.8,28.74,0.016,0.907,0.035,3.865,B9.5 II-III  Si,vgood,12268.8¡À28.74,0.907¡À0.016,3.865¡À0.035
960115082,J043122.61+460925.0,369.34,STAR,A1,253877818969561600,67.8442256,46.1569647,12271.7,15.84,0.009,0.88,0.02,4.052,B8 III-IV  Si,vgood,12271.7¡À15.84,0.88¡À0.009,4.052¡À0.02
1170912006,J033832.58+313728.6,84.82,STAR,A1,217317412374494464,54.6357773,31.6246351,12282.3,50.5,0.042,0.962,0.071,4.274,B8 IV  Si,good,12282.3¡À50.5,0.962¡À0.042,4.274¡À0.071
378015053,J060621.09+435314.5,271.27,STAR,A2,961226501324765952,91.58680639,43.8873625,12288.9,14.06,0.008,0.444,0.017,3.883,Unclassifiable,,12288.9¡À14.06,0.444¡À0.008,3.883¡À0.017
1145001192,J052652.68+340109.5,53.98,STAR,A5,182518762711944192,81.7195384,34.0193293,12289.4,41.88,0.036,0.801,0.06,3.74,kA0hF2mG4,,12289.4¡À41.88,0.801¡À0.036,3.74¡À0.06
1186616020,J045811.03+484736.7,123.37,STAR,A3,256195387623425664,74.5459965,48.7935538,12294.9,32.5,0.025,0.904,0.044,4.288,Unclassifiable,,12294.9¡À32.5,0.904¡À0.025,4.288¡À0.044
1206401230,J043304.77+440146.8,391.03,STAR,A1,252698150372084992,68.2699016,44.0296756,12295.7,10.51,0.006,0.713,0.013,4.039,B8 V  Si,good,12295.7¡À10.51,0.713¡À0.006,4.039¡À0.013
208815023,J052632.69+081512.5,134.93,STAR,A2,3337303186583726976,81.636246,8.2534734,12296.4,24.84,0.019,0.861,0.033,4.194,B8 III-IV  Si,vgood,12296.4¡À24.84,0.861¡À0.019,4.194¡À0.033
354102071,J040624.81+531206.6,55.5,STAR,A1,275860870341452800,61.6033917,53.2018469,12297.4,33.49,0.029,0.806,0.048,3.809,A0 II  Si,vgood,12297.4¡À33.49,0.806¡À0.029,3.809¡À0.048
1209008052,J063633.65+081945.1,69.13,STAR,A1,3326083769936097536,99.1402284,8.3292084,12301.9,30.24,0.026,0.79,0.043,3.977,B9.5 II-III  Si,vgood,12301.9¡À30.24,0.79¡À0.026,3.977¡À0.043
492214165,J045618.45+550017.2,101.82,STAR,A2,273496031286732160,74.076903,55.004796,12302.1,26.84,0.022,0.724,0.037,4.099,B9.5 II  Si,vgood,12302.1¡À26.84,0.724¡À0.022,4.099¡À0.037
697407176,J060339.78+033827.2,263.78,STAR,A2,-9999,90.91454417,3.64090333,12307.5,129.45,0.072,0.671,0.16,4.193,B8 IV-V  Si,vgood,12307.5¡À129.45,0.671¡À0.072,4.193¡À0.16
960112060,J043923.74+470755.5,65.87,STAR,A2,254385660201676928,69.8489167,47.1320886,12311.7,34.14,0.029,0.84,0.048,4.11,kB9.5hA1mA2,,12311.7¡À34.14,0.84¡À0.029,4.11¡À0.048
1146909072,J035737.85+613134.9,444.59,STAR,A1,474683736923834880,59.4077186,61.5263685,12329.3,13.86,0.008,0.683,0.017,3.994,B8 IV  Si,good,12329.3¡À13.86,0.683¡À0.008,3.994¡À0.017
1138713083,J194522.53+365548.8,761.84,STAR,A1,2048752730824574976,296.3439031,36.9302332,12358.1,10.87,0.006,0.689,0.013,3.976,Unclassifiable,,12358.1¡À10.87,0.689¡À0.006,3.976¡À0.013
1205916238,J045457.04+334457.2,220.28,STAR,A1,161713833752320768,73.7376773,33.7492426,12362.1,16.57,0.01,0.864,0.021,4.124,B8 IV  Si,vgood,12362.1¡À16.57,0.864¡À0.01,4.124¡À0.021
1146703204,J235446.69+613551.2,153.91,STAR,A1,2012699744539832448,358.6945757,61.5975611,12366.9,29.14,0.021,0.834,0.038,3.942,A0 II-III  Si,vgood,12366.9¡À29.14,0.834¡À0.021,3.942¡À0.038
1058306100,J033938.59+553654.8,145.95,STAR,A1,-9999,54.912762,55.614831,12377.2,29.12,0.021,0.902,0.039,3.941,Unclassifiable,,12377.2¡À29.12,0.902¡À0.021,3.941¡À0.039
1156013154,J061823.57+083619.6,120.99,STAR,A1,3325731032863302144,94.5982228,8.6054535,12391.3,32.3,0.025,0.742,0.044,4.163,B9 II-III  Si,vgood,12391.3¡À32.3,0.742¡À0.025,4.163¡À0.044
1085908210,J045138.13+540944.5,67.02,STAR,A1,273167998863749760,72.908878,54.162381,12394.5,34.63,0.029,0.79,0.049,4.206,B7 V  Si,vgood,12394.5¡À34.63,0.79¡À0.029,4.206¡À0.049
758404118,J061604.33+291642.6,150.66,STAR,A2,3436890661997830016,94.0180789,29.2785242,12400.4,21.16,0.015,0.74,0.028,4.211,B5 IV-V,good,12400.4¡À21.16,0.74¡À0.015,4.211¡À0.028
1156702081,J051437.86+345431.8,53.4,STAR,A1,182336724816374784,78.6577526,34.9088392,12420.7,35.94,0.031,0.957,0.051,3.995,B8 IV,good,12420.7¡À35.94,0.957¡À0.031,3.995¡À0.051
1146902179,J034141.15+582916.8,223.28,STAR,A1,449218983208306304,55.4214933,58.4880201,12421,12.37,0.007,0.585,0.015,4.042,B8 IV  Si,vgood,12421¡À12.37,0.585¡À0.007,4.042¡À0.015
1147612071,J053556.11+383516.8,86.02,STAR,A1,190460908859115520,83.9838297,38.5880088,12426.6,33.36,0.028,0.668,0.047,4.167,B9.5 II-III  Si,vgood,12426.6¡À33.36,0.668¡À0.028,4.167¡À0.047
28204169,J063935.38+174203.3,77.77,STAR,A1,-9999,99.897454,17.700931,12436.6,33.76,0.028,0.717,0.047,4.075,B8 III-IV,vgood,12436.6¡À33.76,0.717¡À0.028,4.075¡À0.047
380811077,J020141.06+561332.6,83.35,STAR,A1,504660310849676160,30.420316,56.225565,12450.1,28.71,0.024,0.471,0.04,3.992,B8 V  Si,vgood,12450.1¡À28.71,0.471¡À0.024,3.992¡À0.04
697801124,J062437.22+202939.7,114.49,STAR,A2,3375613367153965568,96.1550947,20.4943856,12458,35.03,0.028,0.663,0.048,3.991,B9.5 II-III  Si,vgood,12458¡À35.03,0.663¡À0.028,3.991¡À0.048
89411197,J051944.13+345013.9,252.74,STAR,A2,183601953462414848,79.933875,34.837219,12460.7,16.22,0.009,0.776,0.02,3.966,B8 III-IV,vgood,12460.7¡À16.22,0.776¡À0.009,3.966¡À0.02
1148210117,J062408.22+011231.2,52.14,STAR,A1,3123472192440067968,96.0342903,1.2086726,12465.6,45.07,0.039,0.966,0.064,4.195,A0 II  Sr,vgood,12465.6¡À45.07,0.966¡À0.039,4.195¡À0.064
795909041,J062911.35+231913.1,75.94,STAR,A2,3382576608652512000,97.2972917,23.3203331,12500,40.46,0.034,0.808,0.057,4.087,B6 V  Si,good,12500¡À40.46,0.808¡À0.034,4.087¡À0.057
1146715038,J000003.39+633839.9,92.75,STAR,A1,431603776146505984,0.0141594,63.6444177,12514.6,39.86,0.033,0.945,0.055,3.892,kB9hA4mA1,,12514.6¡À39.86,0.945¡À0.033,3.892¡À0.055
1048002091,J053904.58+185224.0,85.56,STAR,A1,3397875179079401856,84.7691214,18.8733522,12528.2,40.01,0.033,0.896,0.056,3.763,B7 V  Si,vgood,12528.2¡À40.01,0.896¡À0.033,3.763¡À0.056
948716110,J054022.21+304959.6,239.02,STAR,A1,3447648146324704128,85.0925497,30.8332319,12555.5,17.98,0.01,0.748,0.022,3.808,B8 IV  Si,vgood,12555.5¡À17.98,0.748¡À0.01,3.808¡À0.022
46203100,J064259.40+270608.6,196.74,STAR,A2,3385762714172704384,100.74753,27.102389,12598.4,14.58,0.009,0.798,0.019,4.127,B8 III-IV  Si,vgood,12598.4¡À14.58,0.798¡À0.009,4.127¡À0.019
898102030,J064955.47+014912.1,54.79,STAR,A3,-9999,102.480077,1.820037,12635.7,43.86,0.038,0.651,0.063,4.228,B8 III-IV  Si,vgood,12635.7¡À43.86,0.651¡À0.038,4.228¡À0.063
399906005,J061749.82+215658.6,104.62,STAR,A2,3376803309313620480,94.4576161,21.9496306,12635.9,33.24,0.027,0.715,0.046,4.144,B9 II  Si,vgood,12635.9¡À33.24,0.715¡À0.027,4.144¡À0.046
1059107135,J025546.91+533026.9,75.34,STAR,A1,453221171171694336,43.9454962,53.507484,12652.2,32.69,0.027,0.701,0.046,4.225,B9 II-III  Si,vgood,12652.2¡À32.69,0.701¡À0.027,4.225¡À0.046
1146912172,J040419.96+614548.3,328.28,STAR,A1,474745794913271808,61.0831835,61.7634202,12656.7,13.23,0.007,0.875,0.016,3.956,Unclassifiable,,12656.7¡À13.23,0.875¡À0.007,3.956¡À0.016
806304154,J055201.60+314531.4,81.14,STAR,A1,3444951280521654528,88.0066978,31.7587411,12670.8,54.17,0.045,0.908,0.076,4.187,B5 III,good,12670.8¡À54.17,0.908¡À0.045,4.187¡À0.076
911203234,J194643.15+274849.4,137.32,STAR,A1,2028199800518525824,296.679792,27.813737,12674.4,47.19,0.035,0.931,0.063,3.967,B9 II-III  Si,vgood,12674.4¡À47.19,0.931¡À0.035,3.967¡À0.063
1143210107,J202313.35+321805.7,511.04,STAR,A1,2054351340950643840,305.8056519,32.3016056,12677.9,15.04,0.008,0.859,0.019,4.05,B8 IV  Si,vgood,12677.9¡À15.04,0.859¡À0.008,4.05¡À0.019
1209008061,J063700.97+082909.0,77.52,STAR,A1,3326156956178179840,99.2540631,8.4858589,12853.7,32.08,0.027,0.925,0.045,4.278,B9 II-III  Si,vgood,12853.7¡À32.08,0.925¡À0.027,4.278¡À0.045
769314152,J071241.46+073928.4,365.77,STAR,A1,3153537616348002560,108.17276,7.65789,12856.5,11.85,0.007,0.788,0.015,4.074,kA2hF4mG6,,12856.5¡À11.85,0.788¡À0.007,4.074¡À0.015
1206404175,J042747.53+462700.0,297.75,STAR,A1,-9999,66.94895156,46.44927587,12983.9,10.13,0.006,0.696,0.012,4.115,B2 V,fair,12983.9¡À10.13,0.696¡À0.006,4.115¡À0.012
615715206,J020749.37+433508.8,120.75,STAR,F0,352410111113281024,31.9557372,43.5858044,6707.76,42.69,0.033,-0.461,0.058,3.981,kA5hA7mA8  Eu,,6707.76¡À42.69,-0.461¡À0.033,3.981¡À0.058
182012133,J035410.37+363226.8,123.92,STAR,F0,220209677713707392,58.543236,36.540798,6754.76,124.18,0.096,-0.314,0.168,4.108,F4 V Sr,good,6754.76¡À124.18,-0.314¡À0.096,4.108¡À0.168
1171215024,J061046.01+082713.9,105.28,STAR,F0,3328492933054140800,92.6917295,8.4538634,6789.08,56.58,0.045,-0.185,0.078,4.113,F3 V Si,fair,6789.08¡À56.58,-0.185¡À0.045,4.113¡À0.078
698709176,J023821.04+303033.6,65.1,STAR,F0,132896974017617152,39.587692,30.509351,6794.66,58.76,0.05,-0.542,0.083,4.007,F3 V,good,6794.66¡À58.76,-0.542¡À0.05,4.007¡À0.083
370301047,J210230.37+001019.3,60.03,STAR,F0,2690167991510290432,315.6265458,0.17205,6797.73,86.5,0.074,-0.395,0.123,3.954,kA3hA5mF0  SiEu,,6797.73¡À86.5,-0.395¡À0.074,3.954¡À0.123
259716051,J035331.28+414316.4,109.4,STAR,F0,230984131453581312,58.3803486,41.721235,6816.26,159.98,0.127,-0.042,0.22,3.872,kA3hA4mF1  SiEu,,6816.26¡À159.98,-0.042¡À0.127,3.872¡À0.22
170606047,J041128.07+235706.2,60.21,STAR,F0,149835470336146560,62.866982,23.951739,6843.45,53.65,0.046,-0.586,0.076,4.044,F3 V Fe-0.9 Sr,good,6843.45¡À53.65,-0.586¡À0.046,4.044¡À0.076
841510166,J205131.20+182331.0,211.92,STAR,F0,1812951806418688768,312.880027,18.391965,6854.2,32.79,0.02,-0.484,0.041,4.205,kA3hA6mA9  Eu,,6854.2¡À32.79,-0.484¡À0.02,4.205¡À0.041
615301010,J061312.83+205629.4,102.16,STAR,F0,3375149197149134080,93.3034825,20.9415064,6870.73,84.87,0.068,-0.219,0.117,3.945,kA3hA4mA9  SiEu,,6870.73¡À84.87,-0.219¡À0.068,3.945¡À0.117
84707193,J030719.63+420849.7,356.89,STAR,F0,240085240170001792,46.831818,42.147148,6888.06,39.81,0.022,-0.16,0.049,3.991,F3 V Fe-0.5 Sr Sr,good,6888.06¡À39.81,-0.16¡À0.022,3.991¡À0.049
382115209,J062403.12+015930.9,79.39,STAR,F0,3123737346541712128,96.01263028,1.99193861,6888.57,253.02,0.211,-0.171,0.355,3.682,kA2hA5mA7  SiEu,,6888.57¡À253.02,-0.171¡À0.211,3.682¡À0.355
173113203,J021521.10+272900.5,178.89,STAR,F0,107527396769222400,33.837926,27.483486,6890.44,124.36,0.084,-0.389,0.161,3.872,kA3hA7mF0  SiEu,,6890.44¡À124.36,-0.389¡À0.084,3.872¡À0.161
496212123,J015645.18+450615.0,53.35,STAR,F0,349839556006378112,29.1882719,45.1041678,6895.14,86.65,0.075,0.042,0.124,3.876,kA2hA8mF5  Eu,,6895.14¡À86.65,0.042¡À0.075,3.876¡À0.124
796811086,J041128.07+235706.3,101.45,STAR,F0,149835470336146560,62.8669806,23.9517533,6924.26,71.68,0.058,-0.554,0.099,4.082,A3 II  SrSiEu,good,6924.26¡À71.68,-0.554¡À0.058,4.082¡À0.099
76205065,J025309.19+074221.1,398.26,STAR,F0,8381237836724480,43.288301,7.705862,6945.75,43.11,0.024,-0.201,0.053,4.089,kA4hA7mF0  Eu,,6945.75¡À43.11,-0.201¡À0.024,4.089¡À0.053
380105171,J074022.75+562116.4,249.26,STAR,F0,986175382230388992,115.0948019,56.3545739,6960.53,45.81,0.026,0.006,0.056,3.943,F3 V Sr,vgood,6960.53¡À45.81,0.006¡À0.026,3.943¡À0.056
223616195,J074022.75+562116.5,66.81,STAR,F0,986175382230388992,115.0948,56.354584,6964.64,58.22,0.049,-0.11,0.082,3.93,kA3hA7mF0  SiEu,,6964.64¡À58.22,-0.11¡À0.049,3.93¡À0.082
393602149,J030719.90+420849.8,240.48,STAR,F0,-9999,46.83180694,42.14717444,6977.99,50.76,0.029,-0.187,0.063,3.972,F3 V Fe-0.7 Sr Sr,good,6977.99¡À50.76,-0.187¡À0.029,3.972¡À0.063
185003203,J070459.52+365525.2,116.39,STAR,F0,946066263202276992,106.24804,36.923673,6984.58,245.41,0.192,-0.336,0.335,4.014,F3 V Fe-0.5 (Sr),good,6984.58¡À245.41,-0.336¡À0.192,4.014¡À0.335
374511161,J052634.55+180711.3,76.47,STAR,F0,3400354028043415424,81.643986,18.119824,6987.9,63.93,0.054,-0.439,0.09,3.96,kA3hA6mA8  Eu,,6987.9¡À63.93,-0.439¡À0.054,3.96¡À0.09
37703058,J041140.28+422338.2,52.16,STAR,F0,228973953620155648,62.91785,42.393959,7013.1,50.3,0.043,-0.478,0.072,3.961,kA3hA6mA8  Eu,,7013.1¡À50.3,-0.478¡À0.043,3.961¡À0.072
648716130,J043009.60+072639.5,213.59,STAR,F0,3287073196162946048,67.5400214,7.4443142,7020.97,47.55,0.029,-0.277,0.06,4.017,kA3hA5mA9  Eu,,7020.97¡À47.55,-0.277¡À0.029,4.017¡À0.06
172205101,J213851.85+402715.2,98.16,STAR,F0,1966390204557308416,324.716057,40.454233,7054.61,43.05,0.035,0.119,0.06,3.957,F2 V Sr Sr,good,7054.61¡À43.05,0.119¡À0.035,3.957¡À0.06
133810016,J072318.92+264007.2,63.42,STAR,F0,872658052271609088,110.82886,26.668672,7060.82,100.33,0.086,-0.296,0.142,3.891,kA3hA7mF0  SiEu,,7060.82¡À100.33,-0.296¡À0.086,3.891¡À0.142
165603116,J060728.44+232547.5,274.14,STAR,F0,3425368089375205632,91.868515,23.429884,7072.02,72.58,0.04,0.121,0.089,3.88,kA4hA5mF0  SiEu,,7072.02¡À72.58,0.121¡À0.04,3.88¡À0.089
300904187,J071129.97+162328.4,72.38,STAR,F0,3360346197227142400,107.87488,16.391237,7096.66,90.18,0.076,-0.272,0.127,3.884,kA4hF2mF2  Eu,,7096.66¡À90.18,-0.272¡À0.076,3.884¡À0.127
552803071,J060728.44+232547.7,336.43,STAR,F0,3425368089375205632,91.8685,23.4299194,7098.23,82.18,0.045,0.119,0.101,3.842,A9 mA5 metal weak,,7098.23¡À82.18,0.119¡À0.045,3.842¡À0.101
286916021,J041036.10+231114.6,121.41,STAR,F0,53651498808148096,62.6504492,23.1874017,7103.86,151.6,0.117,-0.322,0.206,3.995,F2 V Fe-0.6 Sr Sr,good,7103.86¡À151.6,-0.322¡À0.117,3.995¡À0.206
265708092,J065018.51-005032.0,103.3,STAR,A5,3113135133876571264,102.5771614,-0.8422411,7108.82,230.74,0.185,-0.878,0.318,3.918,A1 II-III  SrSi,good,7108.82¡À230.74,-0.878¡À0.185,3.918¡À0.318
525611066,J071112.84+104959.5,135.38,STAR,F0,3159472470876374528,107.80354,10.833222,7110.29,353.08,0.266,0.173,0.474,3.393,kA2hA5mA9  SiEu,,7110.29¡À353.08,0.173¡À0.266,3.393¡À0.474
200913224,J092000.57+181856.3,218.92,STAR,A5,632582132183213952,140.00238,18.315662,7111.48,70.2,0.042,-0.306,0.088,3.834,kA0hA3mA7  Eu,,7111.48¡À70.2,-0.306¡À0.042,3.834¡À0.088
647010190,J043619.50+602231.3,70.93,STAR,F0,471513986640910592,69.081259,60.375373,7115.59,197.28,0.167,-0.082,0.279,3.511,kA3hA7mF0  SiEu,,7115.59¡À197.28,-0.082¡À0.167,3.511¡À0.279
84407188,J070619.02+142039.2,53.67,STAR,F0,3353672539602813824,106.57925,14.344228,7147.81,54.37,0.047,-0.188,0.078,4.007,F2 V Sr Sr,vgood,7147.81¡À54.37,-0.188¡À0.047,4.007¡À0.078
425613191,J043527.84+091701.5,142.58,STAR,F0,3293383228971809024,68.8660278,9.2837656,7154.88,100.39,0.074,-0.243,0.134,4.046,F2 V Fe-0.5 Sr Sr,good,7154.88¡À100.39,-0.243¡À0.074,4.046¡À0.134
230012100,J103344.82+024724.3,168.75,STAR,F0,3856141489411626240,158.436563,2.790074,7160.48,66.52,0.046,-0.129,0.087,4.064,kA3hA6mA8  SiEu,,7160.48¡À66.52,-0.129¡À0.046,4.064¡À0.087
210003213,J071148.64+222615.6,52.99,STAR,F0,3367497184632627584,107.9527,22.437694,7164.98,57.81,0.05,-0.581,0.083,4.055,F1 V Fe-0.9 (Sr),vgood,7164.98¡À57.81,-0.581¡À0.05,4.055¡À0.083
354108223,J041233.79+532245.9,50.92,STAR,A5,275173851673704704,63.1408306,53.3794394,7177.36,145.99,0.126,-0.163,0.209,4.006,kA1hA5mF0  SiEu,,7177.36¡À145.99,-0.163¡À0.126,4.006¡À0.209
260814075,J212303.67+122151.3,164.6,STAR,F0,1746849442226743040,320.7653064,12.3642739,7190.23,266.92,0.187,0.108,0.349,3.642,kA3hF2mF2  Eu,,7190.23¡À266.92,0.108¡À0.187,3.642¡À0.349
501911030,J061506.44+081439.5,78.47,STAR,A7,3328342098101620608,93.776845,8.2443082,7198.99,204.82,0.171,-0.687,0.288,4.153,kA1hA2mA4  SiEu,,7198.99¡À204.82,-0.687¡À0.171,4.153¡À0.288
656302075,J071128.77+121116.9,133.98,STAR,F0,3160186466238841600,107.869875,12.1880461,7225.82,217.97,0.164,0.167,0.293,3.67,kA3hA9mA8  SiEu,,7225.82¡À217.97,0.167¡À0.164,3.67¡À0.293
392011062,J065936.95+134739.9,88.33,STAR,F0,3353582349587325696,104.90399,13.794436,7228.62,78.84,0.065,-0.228,0.11,4.1,kA2hA5mA8  SiEu,,7228.62¡À78.84,-0.228¡À0.065,4.1¡À0.11
603013236,J044526.01+413747.8,60.96,STAR,F0,203548262623099520,71.358405,41.6299581,7230.63,42.23,0.036,-0.099,0.06,4.125,F0 V SrSi,vgood,7230.63¡À42.23,-0.099¡À0.036,4.125¡À0.06
619006067,J005231.00+471936.3,152.37,STAR,F0,-9999,13.127282,47.326763,7232.34,237.17,0.171,0.251,0.314,3.79,F2 V Sr Sr,good,7232.34¡À237.17,0.251¡À0.171,3.79¡À0.314
81910032,J002028.50+325538.1,87.91,STAR,F0,2863365365219406208,5.118761,32.92725,7254.56,69.35,0.057,-0.085,0.097,4.076,kA3hA7mA9  SiEu,,7254.56¡À69.35,-0.085¡À0.057,4.076¡À0.097
473304040,J214100.32+371632.2,96.1,STAR,F0,1952689671199235328,325.2513356,37.2756231,7260.45,67.64,0.055,-0.01,0.094,3.857,kA3hA7mF0  SiEu,,7260.45¡À67.64,-0.01¡À0.055,3.857¡À0.094
128702071,J071128.77+121117.0,51.69,STAR,F0,3160186466238841600,107.86989,12.188056,7261.32,103.47,0.089,0.177,0.148,3.699,kA3hA9mA8  SiEu,,7261.32¡À103.47,0.177¡À0.089,3.699¡À0.148
600513059,J074006.58+011403.2,68.35,STAR,F0,3086986479620651136,115.027444,1.234234,7261.62,63.15,0.053,0.23,0.089,3.858,kA4hA9mF0,,7261.62¡À63.15,0.23¡À0.053,3.858¡À0.089
336503051,J082051.69+023315.8,229.49,STAR,A5,3090458252006861696,125.2153792,2.5543917,7262.66,99.74,0.059,-0.291,0.123,3.981,kA2hA9mA9  SiEu,,7262.66¡À99.74,-0.291¡À0.059,3.981¡À0.123
88710027,J071919.73-011906.1,116.9,STAR,F0,3109870683856094976,109.83223,-1.318362,7268.77,91.75,0.072,-0.037,0.125,3.91,F0 V Sr Sr,good,7268.77¡À91.75,-0.037¡À0.072,3.91¡À0.125
93604117,J081222.37-070001.9,52.38,STAR,F0,3063823755350925952,123.09321,-7.0005406,7287.12,55.48,0.048,0.183,0.079,3.915,kA3hA9mA8  SrEu,,7287.12¡À55.48,0.183¡À0.048,3.915¡À0.079
39414096,J063820.03+135131.4,50.91,STAR,A7,3355828750624626560,99.583469,13.858728,7290.37,75.16,0.065,-0.126,0.107,3.815,kA4hA5mA9  Eu,,7290.37¡À75.16,-0.126¡À0.065,3.815¡À0.107
482509062,J232514.22+394024.3,78.82,STAR,F0,1923137684858914688,351.309253,39.673418,7292.33,113.25,0.095,-0.038,0.159,3.85,kA3hA7mA9  SiEu,,7292.33¡À113.25,-0.038¡À0.095,3.85¡À0.159
392508011,J233030.57+552828.4,82.68,STAR,F0,1997648529861915776,352.627405,55.474568,7302.65,41.93,0.035,-0.315,0.059,4.074,F0 mA5 metal weak,,7302.65¡À41.93,-0.315¡À0.035,4.074¡À0.059
208307177,J075008.75+324413.8,268.72,STAR,A7,881777680886054400,117.53648,32.737176,7321.39,35,0.019,-0.397,0.043,4.014,kA3hA5mA7  SiEu,,7321.39¡À35,-0.397¡À0.019,4.014¡À0.043
1085607089,J083804.76+101114.7,147.58,STAR,A5,601288308974445696,129.5198523,10.1874205,7352.14,139.67,0.102,-0.207,0.186,4.121,kA1hA4mA8  SiEu,,7352.14¡À139.67,-0.207¡À0.102,4.121¡À0.186
257601032,J065804.86+274322.2,72.42,STAR,A7,887246548644308736,104.52025,27.722846,7360.05,46.11,0.039,-0.314,0.065,3.978,kA4hA6mA8  SiEu,,7360.05¡À46.11,-0.314¡À0.039,3.978¡À0.065
278112187,J083720.96+512431.2,72.98,STAR,F0,1027728671127044480,129.337374,51.408694,7376.16,96.06,0.081,0.152,0.135,3.935,kA4hA9mF0  SiEu,,7376.16¡À96.06,0.152¡À0.081,3.935¡À0.135
602711096,J080812.63+271702.8,146.23,STAR,A5,683752406908777216,122.0526356,27.2841353,7377.65,143.84,0.106,-0.187,0.191,3.879,kA3hA5mA7  SiEu,,7377.65¡À143.84,-0.187¡À0.106,3.879¡À0.191
255310004,J212137.23+420422.7,59.94,STAR,F0,1968842390371381504,320.405141,42.072986,7379.08,159.78,0.137,0.547,0.227,3.683,kA2hA5mA8  SiEu,,7379.08¡À159.78,0.547¡À0.137,3.683¡À0.227
492310021,J045331.76+540104.6,58.5,STAR,F0,273242078459913600,73.382363,54.017971,7392.62,47.47,0.041,-0.185,0.068,3.875,A7 V  SrSiEu,good,7392.62¡À47.47,-0.185¡À0.041,3.875¡À0.068
204012012,J061254.58+251207.5,66.94,STAR,F0,3426718908130271232,93.227446,25.202108,7398.28,73.35,0.062,0.104,0.104,3.622,kA4hA7mA9  Eu,,7398.28¡À73.35,0.104¡À0.062,3.622¡À0.104
43304129,J051950.95+365214.8,67.13,STAR,F0,184074880901425280,79.962309,36.870805,7409.73,111.57,0.095,0.153,0.158,3.65,kA3hA6mA9  SiEu,,7409.73¡À111.57,0.153¡À0.095,3.65¡À0.158
213606173,J053143.89+364516.6,77.16,STAR,F0,183495094676892672,82.932897,36.754631,7419.95,47.82,0.04,-0.115,0.067,4.041,kA6hA9mF0  SiEu,,7419.95¡À47.82,-0.115¡À0.04,4.041¡À0.067
87701184,J040129.80+363328.6,52.06,STAR,F0,219520009045445888,60.374176,36.557949,7421.2,29.16,0.025,-0.118,0.042,4.009,A8 mA4 metal weak,,7421.2¡À29.16,-0.118¡À0.025,4.009¡À0.042
535715146,J042537.25+520502.7,114.83,STAR,F0,271964583389144704,66.4052378,52.0841033,7434.28,145.63,0.114,0.281,0.199,3.684,kA3hA7mF1  SiEu,,7434.28¡À145.63,0.281¡À0.114,3.684¡À0.199
999615094,J160410.81+062705.4,124.56,STAR,A5,4449975796747670912,241.0450427,6.4515268,7443.69,58.75,0.045,-0.442,0.08,4.041,kA2hA3mA7  Eu,,7443.69¡À58.75,-0.442¡À0.045,4.041¡À0.08
308101118,J052214.21+560453.6,71.36,STAR,A5,267827322991427200,80.5592208,56.0815578,7453.41,49.32,0.042,0.491,0.07,3.847,kA1hA5mF0  SiEu,,7453.41¡À49.32,0.491¡À0.042,3.847¡À0.07
286201119,J053829.21+381434.1,58.65,STAR,F0,189690224224334848,84.62173,38.2428278,7469.19,174.19,0.149,-0.632,0.248,4.164,kA0hA3mA7  SrSiEu,,7469.19¡À174.19,-0.632¡À0.149,4.164¡À0.248
